SourceID	Order	SourceDeck	SourceCard	English	EnglishMeaning	EnglishExample	CueSource	TurkishCue	Status
4000 Essential English Words::2.Book::::comet	1084	4000 Essential English Words::2.Book		comet	A comet is an object in space made of ice and rock with a tail of glowing dust.	Comets take many decades to complete an orbit around a star.	comet	kuyruklu yıldız	draft_google_word
4000 Essential English Words::2.Book::::cover	1085	4000 Essential English Words::2.Book		cover	To cover something is to put things over it.	The Earth was covered with clouds.	to cover	örtmek	draft_google_word
4000 Essential English Words::2.Book::::despair	1086	4000 Essential English Words::2.Book		despair	Despair is the feeling of having no hope.	After we lost the big account, our salespeople were filled with despair.	despair	umutsuzluk	draft_google_word
4000 Essential English Words::2.Book::::form	1087	4000 Essential English Words::2.Book		form	To form is to make or to shape something.	They formed a new government.	to form	oluşturmak	draft_google_word
4000 Essential English Words::2.Book::::fragment	1088	4000 Essential English Words::2.Book		fragment	A fragment is a small part of something.	After the light broke, there were fragments of glass to clean up.	fragment	parça	draft_google_word
4000 Essential English Words::2.Book::::galaxy	1089	4000 Essential English Words::2.Book		galaxy	A galaxy is an extremely large collection of star systems.	Our solar system is located in the outer area of our galaxy.	galaxy	galaksi	draft_google_word
4000 Essential English Words::2.Book::::gloom	1090	4000 Essential English Words::2.Book		gloom	Gloom is a state of almost complete darkness or sadness.	In the gloom of the morning, it was difficult to see the boat on the lake.	gloom	kasvet	draft_google_word
4000 Essential English Words::2.Book::::large	1091	4000 Essential English Words::2.Book		large	Something large is very big.	I was frightened by a large bird.	to be large	büyük	draft_google_word
4000 Essential English Words::2.Book::::moon	1092	4000 Essential English Words::2.Book		moon	The moon is an object that travels around our Earth.	The moon looks beautiful tonight.	moon	ay	draft_google_word
4000 Essential English Words::2.Book::::radiate	1093	4000 Essential English Words::2.Book		radiate	To radiate means to send out energy or heat.	The heat from the fireplace radiated throughout the room.	to radiate	yaymak	draft_google_word
4000 Essential English Words::2.Book::::roam	1094	4000 Essential English Words::2.Book		roam	To roam means to move around without a plan or purpose.	All day, the cows roamed around the field eating grass.	to roam	amaçsızca dolaşmak	draft_google_word
4000 Essential English Words::2.Book::::solitary	1095	4000 Essential English Words::2.Book		solitary	A solitary thing is lonely or the only one.	The only thing in the room was a solitary chair.	solitary	yalnız	draft_google_word
4000 Essential English Words::2.Book::::spectrum	1096	4000 Essential English Words::2.Book		spectrum	The spectrum is the full range of color ranging from red to violet.	You can see the entire spectrum in a rainbow.	spectrum	spektrum	draft_google_word
4000 Essential English Words::2.Book::::sphere	1097	4000 Essential English Words::2.Book		sphere	A sphere is a three-dimensional round shape, like a ball.	The balloons were inflated into a variety of colorful spheres.	sphere	küre	draft_google_word
4000 Essential English Words::2.Book::::star	1098	4000 Essential English Words::2.Book		star	A star is a bright shining thing in the night sky.	The stars come out at night.	star	yıldız	draft_google_word
4000 Essential English Words::2.Book::::status	1099	4000 Essential English Words::2.Book		status	Status is the position of something or someone in relation to others.	She had achieved the status of being the smartest girl in the class.	status	durum	draft_google_word
4000 Essential English Words::2.Book::::ugly	1100	4000 Essential English Words::2.Book		ugly	Something ugly is not good to look at.	It was an ugly sight.	to be ugly	çirkin	draft_google_word
4000 Essential English Words::2.Book::::accuse	1101	4000 Essential English Words::2.Book		accuse	To accuse someone of something is to blame them for doing it.	She accused her brother of breaking her computer.	to accuse	suçlamak	draft_google_word
4000 Essential English Words::2.Book::::adjust	1102	4000 Essential English Words::2.Book		adjust	To adjust something means to change it so it is better.	He adjusted the old guitar to make it sound better.	to adjust	ayarlamak	draft_google_word
4000 Essential English Words::2.Book::::amuse	1103	4000 Essential English Words::2.Book		amuse	To amuse someone means to do something that is funny or entertaining.	The singer was very good. She amused the crowd.	to amuse	eğlendirmek	draft_google_word
4000 Essential English Words::2.Book::::coral	1104	4000 Essential English Words::2.Book		coral	Coral is the hard, colorful material formed by the shells of animals.	The diver admired the beautiful coral under the water.	coral	mercan	draft_google_word
4000 Essential English Words::2.Book::::cotton	1105	4000 Essential English Words::2.Book		cotton	Cotton is a cloth made from the fibers of the cotton plant.	I like to wear clothes made from cotton in the summer.	cotton	pamuk	draft_google_word
4000 Essential English Words::2.Book::::crash	1106	4000 Essential English Words::2.Book		crash	To crash means to hit and break something.	There was a loud noise when the car crashed into the tree.	to crash	çarpıp kırılmak / kaza yapmak	draft_google_word
4000 Essential English Words::2.Book::::deck	1107	4000 Essential English Words::2.Book		deck	A deck is a wooden floor built outside of a house or the floor of a ship.	A ship will store many supplies below its deck.	deck	güverte	draft_google_word
4000 Essential English Words::2.Book::::engage	1108	4000 Essential English Words::2.Book		engage	To engage in something means to do it.	Dad was engaged in sawing a piece of wood in half.	to engage	meşgul olmak	draft_google_word
4000 Essential English Words::2.Book::::firm	1109	4000 Essential English Words::2.Book		firm	A firm thing is solid but not too hard.	He sleeps better on a firm bed.	firm	firma	draft_google_word
4000 Essential English Words::2.Book::::fuel	1110	4000 Essential English Words::2.Book		fuel	Fuel is something that creates heat or energy.	Wood is the fuel that burns to make heat in this fire.	fuel	yakıt	draft_google_word
4000 Essential English Words::2.Book::::grand	1111	4000 Essential English Words::2.Book		grand	Something grand is big and liked by people.	The grand mountain rose high into the sky.	to be grand	büyük	draft_google_word
4000 Essential English Words::2.Book::::hurricane	1112	4000 Essential English Words::2.Book		hurricane	A hurricane is a bad storm that happens over the ocean.	The wind from the hurricane bent the palm tree.	hurricane	kasırga	draft_google_word
4000 Essential English Words::2.Book::::loss	1113	4000 Essential English Words::2.Book		loss	A loss is the act or instance of losing something.	I suffered a big loss while I was gambling.	loss	kayıp	draft_google_word
4000 Essential English Words::2.Book::::plain	1114	4000 Essential English Words::2.Book		plain	A plain thing is simple and not decorated.	He bought a pair of plain white shoes over the weekend.	plain	sade	draft_google_word
4000 Essential English Words::2.Book::::reef	1115	4000 Essential English Words::2.Book		reef	A reef is a group of rocks or coral in the ocean.	He walked along the reef and looked at the water below.	reef	resif	draft_google_word
4000 Essential English Words::2.Book::::shut	1116	4000 Essential English Words::2.Book		shut	To shut something means to close it tightly.	Please shut the door; the air outside is cold.	to shut	kapatmak	draft_google_word
4000 Essential English Words::2.Book::::strict	1117	4000 Essential English Words::2.Book		strict	A strict person makes sure others follow rules.	The teacher is strict. She does not let students talk in class.	strict	katı	draft_google_word
4000 Essential English Words::2.Book::::surf	1118	4000 Essential English Words::2.Book		surf	To surf means to use a special board to ride on waves in the ocean.	The students went to the beach to surf during their vacation.	to surf	sörf yapmak	draft_google_word
4000 Essential English Words::2.Book::::task	1119	4000 Essential English Words::2.Book		task	A task is a piece of work to be done that is usually difficult.	My task for the weekend was to clean the entire back yard.	task	görev	draft_google_word
4000 Essential English Words::2.Book::::zone	1120	4000 Essential English Words::2.Book		zone	A zone is an area that has different qualities from the ones around it.	Firefighters often work in danger zones.	zone	özel alan / bölge	draft_google_word
4000 Essential English Words::2.Book::::apology	1121	4000 Essential English Words::2.Book		apology	An apology is what people say to show that they are sorry.	After arguing with her teacher, the girl wrote the teacher an apology.	apology	özür	draft_google_word
4000 Essential English Words::2.Book::::bold	1122	4000 Essential English Words::2.Book		bold	A bold person is not afraid of doing something.	The bold man climbed the high mountain.	bold	cesur	draft_google_word
4000 Essential English Words::2.Book::::bug	1123	4000 Essential English Words::2.Book		bug	A bug is a small insect.	Birds like eating bugs.	bug	böcek	draft_google_word
4000 Essential English Words::2.Book::::capture	1124	4000 Essential English Words::2.Book		capture	To capture something is to catch and hold it.	James tried to capture the bubbles in his hands.	to capture	yakalamak	draft_google_word
4000 Essential English Words::2.Book::::duke	1125	4000 Essential English Words::2.Book		duke	A duke is a man of high social rank but below a king or queen.	The duke ruled over the land.	duke	dük	draft_google_word
4000 Essential English Words::2.Book::::expose	1126	4000 Essential English Words::2.Book		expose	To expose is to make known something that is hidden.	He took off his shirt to expose his costume.	to expose	açığa çıkarmak	draft_google_word
4000 Essential English Words::2.Book::::guilty	1127	4000 Essential English Words::2.Book		guilty	Guilty people feel bad for something they did.	I felt guilty for taking my sister’s cookies.	guilty	suçlu	draft_google_word
4000 Essential English Words::2.Book::::hire	1128	4000 Essential English Words::2.Book		hire	To hire someone is to pay that person money to work for you.	We hired a man to paint our house.	to hire	işe almak	draft_google_word
4000 Essential English Words::2.Book::::innocent	1129	4000 Essential English Words::2.Book		innocent	An innocent person is not guilty of a crime.	The judge said that the woman was innocent of the crime.	innocent	masum	draft_google_word
4000 Essential English Words::2.Book::::language	1130	4000 Essential English Words::2.Book		language	A language is a system of communication.	The reporter spoke a language Sally had never heard before.	language	dil	draft_google_word
4000 Essential English Words::2.Book::::minister	1131	4000 Essential English Words::2.Book		minister	A minister is an important person in government with many duties.	The minister of education controls the country’s schools.	minister	bakan	draft_google_word
4000 Essential English Words::2.Book::::ordinary	1132	4000 Essential English Words::2.Book		ordinary	Ordinary means normal, or not special in any way.	Today was just an ordinary day. Nothing unusual happened.	ordinary	sıradan	draft_google_word
4000 Essential English Words::2.Book::::permanent	1133	4000 Essential English Words::2.Book		permanent	Something permanent lasts for a long time or forever.	We don’t know if Aunt Mildred’s visit will be a permanent one.	to be permanent	kalıcı	draft_google_word
4000 Essential English Words::2.Book::::preserve	1134	4000 Essential English Words::2.Book		preserve	To preserve is to protect something from harm.	Dad sprayed a chemical on the house to help preserve the walls.	to preserve	korumak	draft_google_word
4000 Essential English Words::2.Book::::pronounce	1135	4000 Essential English Words::2.Book		pronounce	To pronounce is to say the sounds of letters or words.	Young children often have trouble pronouncing words right.	to pronounce	telaffuz etmek	draft_google_word
4000 Essential English Words::2.Book::::resemble	1136	4000 Essential English Words::2.Book		resemble	To resemble someone is to look like that person.	The baby really resembles his father.	to resemble	benzemek	draft_google_word
4000 Essential English Words::2.Book::::symptom	1137	4000 Essential English Words::2.Book		symptom	A symptom of a bad condition or illness is a sign that it is happening.	Sneezing and a high fever are symptoms of the common cold.	symptom	belirti	draft_google_word
4000 Essential English Words::2.Book::::tobacco	1138	4000 Essential English Words::2.Book		tobacco	Tobacco is a plant whose leaves are smoked, such as in cigarettes.	The tobacco in cigarettes is bad for you.	tobacco	tütün	draft_google_word
4000 Essential English Words::2.Book::::twin	1139	4000 Essential English Words::2.Book		twin	Twins are two children born at the same time.	My sister and I are twins. We look exactly the same.	twin	ikiz	draft_google_word
4000 Essential English Words::2.Book::::witch	1140	4000 Essential English Words::2.Book		witch	A witch is a woman with magical powers.	People think that witches fly around on broomsticks.	witch	cadı	draft_google_word
4000 Essential English Words::2.Book::::accompany	1141	4000 Essential English Words::2.Book		accompany	To accompany other people means to join them or go with them.	My brothers accompanied me to the movie.	to accompany	eşlik etmek	draft_google_word
4000 Essential English Words::2.Book::::bare	1142	4000 Essential English Words::2.Book		bare	A bare thing is plain and not covered.	He likes to walk around in his bare feet.	bare	çıplak	draft_google_word
4000 Essential English Words::2.Book::::branch	1143	4000 Essential English Words::2.Book		branch	A branch is the part of a tree with leaves.	The monkey was hanging from a branch on the tree.	branch	şube	draft_google_word
4000 Essential English Words::2.Book::::breath	1144	4000 Essential English Words::2.Book		breath	A breath is the air that goes into and out of one’s lungs.	You can’t take a breath under water.	breath	nefes	draft_google_word
4000 Essential English Words::2.Book::::bridge	1145	4000 Essential English Words::2.Book		bridge	A bridge is something that is built over a river so people can cross it.	The old bridge fell into the river.	bridge	köprü	draft_google_word
4000 Essential English Words::2.Book::::cast	1146	4000 Essential English Words::2.Book		cast	To cast something means to throw it.	The fisherman cast his line into the water.	to cast	dökmek	draft_google_word
4000 Essential English Words::2.Book::::dare	1147	4000 Essential English Words::2.Book		dare	To dare means to be brave enough to try something.	He dared to jump out of the airplane and skydive.	to dare	cesaret etmek	draft_google_word
4000 Essential English Words::2.Book::::electronic	1148	4000 Essential English Words::2.Book		electronic	An electronic thing uses electricity to work.	I like having electronic devices such as an MP3 player.	electronic	elektronik	draft_google_word
4000 Essential English Words::2.Book::::inn	1149	4000 Essential English Words::2.Book		inn	An inn is a place where travelers can rest and eat.	The visitor got a room at the inn.	inn	han	draft_google_word
4000 Essential English Words::2.Book::::net	1150	4000 Essential English Words::2.Book		net	A net is a bag made of strong thread. It is used to catch animals.	The boy caught butterflies in his net.	net	ağ	draft_google_word
4000 Essential English Words::2.Book::::philosophy	1151	4000 Essential English Words::2.Book		philosophy	A philosophy is a way to think about truth and life.	My philosophy is “live and let live.”	philosophy	felsefe	draft_google_word
4000 Essential English Words::2.Book::::pot	1152	4000 Essential English Words::2.Book		pot	A pot is a deep, round metal container used for cooking.	Don’t touch the pot on the stove. It’s hot.	pot	saksı	draft_google_word
4000 Essential English Words::2.Book::::seed	1153	4000 Essential English Words::2.Book		seed	A seed is the hard part of a plant or fruit that trees grow from.	I planted the seed in the dirt, hoping that it would grow into a tree.	seed	tohum	draft_google_word
4000 Essential English Words::2.Book::::sharp	1154	4000 Essential English Words::2.Book		sharp	A sharp object has a thin edge that cuts things easily.	That knife is very sharp. Be careful not to hurt yourself.	sharp	keskin	draft_google_word
4000 Essential English Words::2.Book::::sort	1155	4000 Essential English Words::2.Book		sort	A sort of something is a type of it.	What sort of instrument do you want to learn to play?	sort	sıralama	draft_google_word
4000 Essential English Words::2.Book::::subtract	1156	4000 Essential English Words::2.Book		subtract	To subtract means to take something away.	We learned how to subtract numbers in class.	to subtract	çıkarmak	draft_google_word
4000 Essential English Words::2.Book::::tight	1157	4000 Essential English Words::2.Book		tight	A tight thing is hard to move because it is firmly in place.	The knots were too tight to untie.	tight	sıkı	draft_google_word
4000 Essential English Words::2.Book::::virtual	1158	4000 Essential English Words::2.Book		virtual	A virtual thing is very close to being true or accurate.	Because he’s popular, Joe is the virtual leader of the group.	virtual	sanal	draft_google_word
4000 Essential English Words::2.Book::::weigh	1159	4000 Essential English Words::2.Book		weigh	To weigh something means to measure how heavy it is.	The little dog weighed exactly 3 kilograms.	to weigh	tartmak	draft_google_word
4000 Essential English Words::2.Book::::whisper	1160	4000 Essential English Words::2.Book		whisper	To whisper means to say very quietly.	We have to whisper in the library so people can focus on reading.	to whisper	fısıldamak	draft_google_word
4000 Essential English Words::2.Book::::abstract	1161	4000 Essential English Words::2.Book		abstract	An abstract thing is an idea or thought, not a physical thing.	The idea of beauty is abstract and changes over time.	abstract	soyut	draft_google_word
4000 Essential English Words::2.Book::::annual	1162	4000 Essential English Words::2.Book		annual	An annual event happens once a year.	The only time I see my aunts and uncles is at our annual family picnic.	annual	yıllık	draft_google_word
4000 Essential English Words::2.Book::::clay	1163	4000 Essential English Words::2.Book		clay	Clay is a type of heavy, wet soil used to make pots.	She made a bowl out of the clay.	clay	kil	draft_google_word
4000 Essential English Words::2.Book::::cloth	1164	4000 Essential English Words::2.Book		cloth	Cloth is material used to make clothes.	His shirt is made of a very soft type of cloth.	cloth	kumaş	draft_google_word
4000 Essential English Words::2.Book::::curtain	1165	4000 Essential English Words::2.Book		curtain	A curtain is a cloth hung over a window or used to divide a room.	She opened the curtains to let light into the room.	curtain	perde	draft_google_word
4000 Essential English Words::2.Book::::deserve	1166	4000 Essential English Words::2.Book		deserve	To deserve is to be worthy of something as a result of one’s actions.	The dog deserved a bone for behaving very well.	to deserve	hak etmek	draft_google_word
4000 Essential English Words::2.Book::::feather	1167	4000 Essential English Words::2.Book		feather	Feathers are the things covering a bird’s bodies.	That bird has orange feathers on its chest.	feather	tüy	draft_google_word
4000 Essential English Words::2.Book::::fertile	1168	4000 Essential English Words::2.Book		fertile	Fertile land is able to produce good crops and plants.	The farmer grew many vegetables in the fertile soil.	fertile	verimli	draft_google_word
4000 Essential English Words::2.Book::::flood	1169	4000 Essential English Words::2.Book		flood	A flood is an event in which water covers an area that is usually dry.	After three days of rain, there was a flood in the city.	flood	sel	draft_google_word
4000 Essential English Words::2.Book::::furniture	1170	4000 Essential English Words::2.Book		furniture	Furniture means the things used in a house such as tables and chairs.	His living room only had a few simple pieces of furniture.	furniture	mobilya	draft_google_word
4000 Essential English Words::2.Book::::grave	1171	4000 Essential English Words::2.Book		grave	A grave is the place where a dead person is buried.	We visit our grandfather’s grave each year.	grave	mezar	draft_google_word
4000 Essential English Words::2.Book::::ideal	1172	4000 Essential English Words::2.Book		ideal	An ideal thing is the best that it can possibly be.	This house is an ideal place for my family. It has everything we need.	ideal	ideal	draft_google_word
4000 Essential English Words::2.Book::::intelligence	1173	4000 Essential English Words::2.Book		intelligence	Intelligence is the ability to learn and understand things.	Because of his high intelligence, he finished school early.	intelligence	istihbarat	draft_google_word
4000 Essential English Words::2.Book::::obtain	1174	4000 Essential English Words::2.Book		obtain	To obtain is to get something you want or need.	After I passed the test, I obtained my driver’s license.	to obtain	elde etmek	draft_google_word
4000 Essential English Words::2.Book::::religious	1175	4000 Essential English Words::2.Book		religious	Religious means related to or about religion.	The holy man spoke about religious topics.	religious	dini	draft_google_word
4000 Essential English Words::2.Book::::romantic	1176	4000 Essential English Words::2.Book		romantic	Romantic means related to or about love.	The young couple went to see a romantic movie.	romantic	romantik	draft_google_word
4000 Essential English Words::2.Book::::shell	1177	4000 Essential English Words::2.Book		shell	A shell is a hard covering that protects the body of some sea creatures.	There were many pretty shells on the beach.	shell	kabuk	draft_google_word
4000 Essential English Words::2.Book::::shore	1178	4000 Essential English Words::2.Book		shore	A shore is the edge of a large body of water.	All of the boats were floating near the shore.	shore	kıyı	draft_google_word
4000 Essential English Words::2.Book::::wheel	1179	4000 Essential English Words::2.Book		wheel	A wheel is a round thing on a vehicle that turns when it moves.	A car has four wheels.	wheel	tekerlek	draft_google_word
4000 Essential English Words::2.Book::::wooden	1180	4000 Essential English Words::2.Book		wooden	Wooden objects are made of wood.	My mother gave me a wooden spoon.	wooden	ahşap	draft_google_word
4000 Essential English Words::2.Book::::appliance	1181	4000 Essential English Words::2.Book		appliance	An appliance is a piece of equipment used for jobs in the home.	Many homes have appliances like ovens, toasters, and refrigerators.	appliance	cihaz	draft_google_word
4000 Essential English Words::2.Book::::basin	1182	4000 Essential English Words::2.Book		basin	A basin is large bowl for washing things. A sink is sometimes called a basin.	She filled the basin with water and washed her face.	basin	havza	draft_google_word
4000 Essential English Words::2.Book::::broom	1183	4000 Essential English Words::2.Book		broom	A broom is a brush with a long handle used for cleaning floors.	My father usually uses a broom to sweep away dust in the basement.	broom	süpürge	draft_google_word
4000 Essential English Words::2.Book::::caterpillar	1184	4000 Essential English Words::2.Book		caterpillar	A caterpillar is a small insect that looks like a worm and eats plants.	After eating a lot of leaves, caterpillars change into butterflies.	caterpillar	tırtıl	draft_google_word
4000 Essential English Words::2.Book::::cupboard	1185	4000 Essential English Words::2.Book		cupboard	A cupboard is a piece of furniture that is used to store food or household items.	We put all of our dishes and food in the cupboards.	cupboard	dolap	draft_google_word
4000 Essential English Words::2.Book::::delicate	1186	4000 Essential English Words::2.Book		delicate	Delicate things are easy to break or harm.	You should hold the baby carefully because she’s very delicate.	delicate	hassas	draft_google_word
4000 Essential English Words::2.Book::::emerge	1187	4000 Essential English Words::2.Book		emerge	To emerge from something means to come out of it.	A groundhog emerged from a snow covered hole.	to emerge	ortaya çıkmak	draft_google_word
4000 Essential English Words::2.Book::::handicap	1188	4000 Essential English Words::2.Book		handicap	A handicap is a condition that limits someone’s mental or physical abilities.	Joe has a slight handicap, so he uses a walker to get around.	handicap	handikap	draft_google_word
4000 Essential English Words::2.Book::::hole	1189	4000 Essential English Words::2.Book		hole	A hole is a hollow space in something solid.	They made a big hole in the wall.	hole	delik	draft_google_word
4000 Essential English Words::2.Book::::hook	1190	4000 Essential English Words::2.Book		hook	A hook is a sharp curved piece of metal used for catching or holding things.	The fish went after the sharp hook.	hook	kanca	draft_google_word
4000 Essential English Words::2.Book::::hop	1191	4000 Essential English Words::2.Book		hop	To hop means to jump a short distance.	The kangaroo quickly hopped away from danger.	to hop	atlamak	draft_google_word
4000 Essential English Words::2.Book::::laundry	1192	4000 Essential English Words::2.Book		laundry	Laundry is clothes that have been or need to be washed.	He folded the clean laundry and put the dirty laundry in a basket.	laundry	çamaşır	draft_google_word
4000 Essential English Words::2.Book::::pursue	1193	4000 Essential English Words::2.Book		pursue	To pursue is to chase or follow someone or something.	The mother pursued her young child down the hill.	to pursue	takip etmek	draft_google_word
4000 Essential English Words::2.Book::::reluctant	1194	4000 Essential English Words::2.Book		reluctant	Reluctant means not wanting to do something.	She was reluctant to say that she saw the robbery.	reluctant	isteksiz	draft_google_word
4000 Essential English Words::2.Book::::sleeve	1195	4000 Essential English Words::2.Book		sleeve	Sleeves are the part of a shirt in which arms go.	Ryan bought a new shirt with long sleeves to keep his arms warm.	sleeve	kollu	draft_google_word
4000 Essential English Words::2.Book::::spine	1196	4000 Essential English Words::2.Book		spine	The spine is the group of bones that run up and down the middle of the back.	Our spine helps us to stand up nice and straight.	spine	omurga	draft_google_word
4000 Essential English Words::2.Book::::stain	1197	4000 Essential English Words::2.Book		stain	A stain is a dirty mark that is difficult to clean.	He had a red stain on the collar of his shirt.	stain	leke	draft_google_word
4000 Essential English Words::2.Book::::strip	1198	4000 Essential English Words::2.Book		strip	A strip is a long, narrow piece of material or land.	He had long strips of film that held images of his trip abroad.	strip	şerit	draft_google_word
4000 Essential English Words::2.Book::::swear	1199	4000 Essential English Words::2.Book		swear	To swear means to promise to do something.	I will put my hand on the Bible and swear to do my best for the country.	to swear	yemin etmek	draft_google_word
4000 Essential English Words::2.Book::::swing	1200	4000 Essential English Words::2.Book		swing	To swing something means to move it back and forth or from side to side.	He can swing a golf club very powerfully.	to swing	sallanmak	draft_google_word
4000 Essential English Words::3.Book::::acre	1201	4000 Essential English Words::3.Book		acre	An acre is a unit for measuring area.	They lived on a 150-acre farm.	acre	dönüm	draft_google_word
4000 Essential English Words::3.Book::::afterlife	1202	4000 Essential English Words::3.Book		afterlife	The afterlife is a life that some people believe begins when a person dies.	I believe that there is an afterlife.	afterlife	öbür dünya	draft_google_word
4000 Essential English Words::3.Book::::archaeology	1203	4000 Essential English Words::3.Book		archaeology	Archaeology is the study of the remains left by ancient societies.	He enjoyed visiting the Great Pyramids of Egypt because he loves archaeology.	archaeology	arkeoloji	draft_google_word
4000 Essential English Words::3.Book::::chamber	1204	4000 Essential English Words::3.Book		chamber	A chamber is a closed space or room used for a special purpose.	The meeting was held in the faculty chamber.	chamber	odacık	draft_google_word
4000 Essential English Words::3.Book::::channel	1205	4000 Essential English Words::3.Book		channel	A channel is a long, deep space between two edges.	The river cut a channel through the rocks.	channel	kanal	draft_google_word
4000 Essential English Words::3.Book::::core	1206	4000 Essential English Words::3.Book		core	A core is the main or central part of something.	Earth has a solid inner core.	core	çekirdek	draft_google_word
4000 Essential English Words::3.Book::::corridor	1207	4000 Essential English Words::3.Book		corridor	A corridor is a narrow passage that leads into other areas.	He took the corridor on the left to go to his office.	corridor	koridor	draft_google_word
4000 Essential English Words::3.Book::::distinct	1208	4000 Essential English Words::3.Book		distinct	A distinct thing is different or stands out.	He has a distinct accent.	distinct	farklı	draft_google_word
4000 Essential English Words::3.Book::::elite	1209	4000 Essential English Words::3.Book		elite	Elite means of or from a high-level group.	Only an elite group was allowed membership into the club.	elite	elit	draft_google_word
4000 Essential English Words::3.Book::::engineer	1210	4000 Essential English Words::3.Book		engineer	To engineer something is to skillfully plan out how to make that thing.	After engineering the robot, they needed to find the correct parts to build it.	to engineer	mühendisliğe	draft_google_word
4000 Essential English Words::3.Book::::found	1211	4000 Essential English Words::3.Book		found	To found something means to start, organize, or establish that thing.	My grandfather founded the City Bank.	to found	kurmak	draft_google_word
4000 Essential English Words::3.Book::::gap	1212	4000 Essential English Words::3.Book		gap	A gap is a space between two things.	There is a small gap between the blocks of wood.	gap	boşluk	draft_google_word
4000 Essential English Words::3.Book::::glory	1213	4000 Essential English Words::3.Book		glory	Glory is the importance, magnificence, or specialness of something.	They enjoyed the glory of the beautiful sunset.	glory	zafer	draft_google_word
4000 Essential English Words::3.Book::::interior	1214	4000 Essential English Words::3.Book		interior	An interior is the inside of something.	They looked at the interior of the box.	interior	iç	draft_google_word
4000 Essential English Words::3.Book::::lion	1215	4000 Essential English Words::3.Book		lion	A lion is a large animal in the cat family.	We went to see the lion at the zoo.	lion	aslan	draft_google_word
4000 Essential English Words::3.Book::::role	1216	4000 Essential English Words::3.Book		role	A role is a job, position, or part in something.	Her role in the office is to sell products to customers.	role	rol	draft_google_word
4000 Essential English Words::3.Book::::royal	1217	4000 Essential English Words::3.Book		royal	Royal means related to a king or queen.	The Duchess was part of the royal family.	royal	kraliyet	draft_google_word
4000 Essential English Words::3.Book::::sole	1218	4000 Essential English Words::3.Book		sole	A sole person or thing is the only one.	She was the sole woman in the room.	sole	taban	draft_google_word
4000 Essential English Words::3.Book::::stairs	1219	4000 Essential English Words::3.Book		stairs	Stairs are a set of steps built to go from one level of a building to another.	He took the stairs instead of the elevator.	stairs	merdivenler	draft_google_word
4000 Essential English Words::3.Book::::surface	1220	4000 Essential English Words::3.Book		surface	The surface is the top layer of something.	She wiped the surface of the table.	surface	yüzey	draft_google_word
4000 Essential English Words::3.Book::::agreement	1221	4000 Essential English Words::3.Book		agreement	An agreement is a formal decision about future action.	I think you’ll get Tom’s agreement to this proposal.	agreement	anlaşma	draft_google_word
4000 Essential English Words::3.Book::::arise	1222	4000 Essential English Words::3.Book		arise	To arise is to happen.	Difficulties arose with his computer because it was old.	to arise	ortaya çıkmak	draft_google_word
4000 Essential English Words::3.Book::::benefactor	1223	4000 Essential English Words::3.Book		benefactor	A benefactor is a person who gives money to help someone.	The student’s benefactor gave him money to spend on his studies.	benefactor	hayırsever	draft_google_word
4000 Essential English Words::3.Book::::blacksmith	1224	4000 Essential English Words::3.Book		blacksmith	A blacksmith is a person who makes things out of metal.	The blacksmith pounded the piece of metal until it was flat.	blacksmith	demirci	draft_google_word
4000 Essential English Words::3.Book::::chimney	1225	4000 Essential English Words::3.Book		chimney	A chimney is a tall pipe used to carry smoke out of a building.	The cat was sitting on the roof next to the chimney.	chimney	baca	draft_google_word
4000 Essential English Words::3.Book::::compensate	1226	4000 Essential English Words::3.Book		compensate	To compensate is to pay someone for the time they spent doing something.	Her boss compensated her for the extra work she did last week.	to compensate	telafi etmek	draft_google_word
4000 Essential English Words::3.Book::::encounter	1227	4000 Essential English Words::3.Book		encounter	To encounter is to find or meet a person or thing.	I encountered a sea turtle while I was swimming.	to encounter	karşılaşmak	draft_google_word
4000 Essential English Words::3.Book::::exceed	1228	4000 Essential English Words::3.Book		exceed	To exceed is to be more than something.	Since I exceeded my limit, I decided to get rid of my credit cards.	to exceed	aşmak	draft_google_word
4000 Essential English Words::3.Book::::forge	1229	4000 Essential English Words::3.Book		forge	To forge is to make or produce, especially with difficulty.	Stacy and Heather forged their friendship when they were teenagers.	to forge	dövmek	draft_google_word
4000 Essential English Words::3.Book::::humble	1230	4000 Essential English Words::3.Book		humble	People who are humble do not believe that they are better than other people.	Even though Bob is the smartest boy in his class, he is humble.	humble	mütevazı	draft_google_word
4000 Essential English Words::3.Book::::iron	1231	4000 Essential English Words::3.Book		iron	Iron is a strong metal that is used to make many objects.	The horse had shoes made of iron.	iron	demir	draft_google_word
4000 Essential English Words::3.Book::::ladder	1232	4000 Essential English Words::3.Book		ladder	A ladder is an object that is used to climb up and down things.	He used a ladder to climb to the top of his tree house.	ladder	merdiven	draft_google_word
4000 Essential English Words::3.Book::::modest	1233	4000 Essential English Words::3.Book		modest	If people are modest, they do not think that they are too important.	Derek is very modest for someone who is so rich.	to be modest	mütevazı	draft_google_word
4000 Essential English Words::3.Book::::occupy	1234	4000 Essential English Words::3.Book		occupy	To occupy a place is to live, work, or be there.	Kevin and Alice occupied the chairs and had a long discussion.	to occupy	işgal etmek	draft_google_word
4000 Essential English Words::3.Book::::penny	1235	4000 Essential English Words::3.Book		penny	A penny is a coin worth one cent.	US President Abraham Lincoln is on the penny.	penny	kuruş	draft_google_word
