#separator:tab
#html:true
SourceID	Level	Topic	CardType	CardTypeLabel	Front	Answer	Explanation	Examples	CommonMistake	SelfGrade	Tags
a1_2_core_sentences::reflexive_verbs::production	a1_2_core_sentences	reflexive verbs	production	Production	Write in Spanish: I call myself Ana / My name is Ana.	Me llamo Ana.	llamarse is reflexive for names.	- Me levanto temprano.<br>- Te llamas Ana.<br>- Se ducha por la mañana.	The reflexive pronoun changes with the subject.	Good = produced the target sentence. Hard = minor gender/accent/ending issue. Again = wrong pattern.	spanish_grammar grammar_maintenance a1_2_core_sentences reflexive_verbs production
a1_2_core_sentences::reflexive_verbs::pattern	a1_2_core_sentences	reflexive verbs	pattern	Mini pattern	Mini pattern: daily routine	reflexive pronoun + verb	This is a reusable sentence chunk. Practice swapping one word at a time.	- Me despierto.<br>- Te levantas.<br>- Se lava.	The reflexive pronoun changes with the subject.	Good = could reuse the pattern with a new word. Hard = recognized only. Again = did not remember it.	spanish_grammar grammar_maintenance a1_2_core_sentences reflexive_verbs pattern
a1_2_core_sentences::direct_object_pronouns::rule	a1_2_core_sentences	direct object pronouns	rule	Rule	Rule: direct object pronouns	<b>Formula</b><br>lo/la/los/las replace direct objects<br><br><b>Use</b><br>Use direct object pronouns to avoid repeating the object.	Memorize the pattern first; the other cards in this topic make you use it.	- Veo el libro -> Lo veo.<br>- Compro la camisa -> La compro.<br>- Leo los mensajes -> Los leo.	The pronoun agrees with the object, not the subject.	Good = remembered the formula and examples. Hard = remembered one part. Again = could not explain it.	spanish_grammar grammar_maintenance a1_2_core_sentences direct_object_pronouns rule
a1_2_core_sentences::direct_object_pronouns::choose	a1_2_core_sentences	direct object pronouns	choose	Choose	Choose: I see the house -> ___ veo.<br>A) Lo<br>B) La	B) La veo.	casa is feminine singular.	- Veo el libro -> Lo veo.<br>- Compro la camisa -> La compro.<br>- Leo los mensajes -> Los leo.	The pronoun agrees with the object, not the subject.	Good = chose correctly and knew why. Hard = guessed correctly. Again = chose wrong.	spanish_grammar grammar_maintenance a1_2_core_sentences direct_object_pronouns choose
a1_2_core_sentences::direct_object_pronouns::correction	a1_2_core_sentences	direct object pronouns	correction	Correction	Correct this Spanish: Veo la película. Lo veo.	Veo la película. La veo.	película is feminine singular, so la.	- Veo el libro -> Lo veo.<br>- Compro la camisa -> La compro.<br>- Leo los mensajes -> Los leo.	The pronoun agrees with the object, not the subject.	Good = fixed it and named the rule. Hard = fixed it only. Again = missed the correction.	spanish_grammar grammar_maintenance a1_2_core_sentences direct_object_pronouns correction
a1_2_core_sentences::direct_object_pronouns::production	a1_2_core_sentences	direct object pronouns	production	Production	Write in Spanish: I read it. (it = el libro)	Lo leo.	libro is masculine singular.	- Veo el libro -> Lo veo.<br>- Compro la camisa -> La compro.<br>- Leo los mensajes -> Los leo.	The pronoun agrees with the object, not the subject.	Good = produced the target sentence. Hard = minor gender/accent/ending issue. Again = wrong pattern.	spanish_grammar grammar_maintenance a1_2_core_sentences direct_object_pronouns production
a1_2_core_sentences::direct_object_pronouns::pattern	a1_2_core_sentences	direct object pronouns	pattern	Mini pattern	Mini pattern: object before verb	lo/la/los/las + conjugated verb	This is a reusable sentence chunk. Practice swapping one word at a time.	- Lo quiero.<br>- La veo.<br>- Los compro.	The pronoun agrees with the object, not the subject.	Good = could reuse the pattern with a new word. Hard = recognized only. Again = did not remember it.	spanish_grammar grammar_maintenance a1_2_core_sentences direct_object_pronouns pattern
a2_1_daily_past::regular_preterite::rule	a2_1_daily_past	regular preterite	rule	Rule	Rule: regular preterite	<b>Formula</b><br>-ar: é, aste, ó, amos, aron; -er/-ir: í, iste, ió, imos, ieron<br><br><b>Use</b><br>Use preterite for completed past actions.	Memorize the pattern first; the other cards in this topic make you use it.	- Hablé con Ana.<br>- Comí arroz.<br>- Vivimos en Lima dos años.	Present yo hablo is not past; use hablé.	Good = remembered the formula and examples. Hard = remembered one part. Again = could not explain it.	spanish_grammar grammar_maintenance a2_1_daily_past regular_preterite rule
a2_1_daily_past::regular_preterite::choose	a2_1_daily_past	regular preterite	choose	Choose	Choose: Yesterday I studied.<br>A) Ayer estudio.<br>B) Ayer estudié.	B) Ayer estudié.	Ayer signals a completed past action.	- Hablé con Ana.<br>- Comí arroz.<br>- Vivimos en Lima dos años.	Present yo hablo is not past; use hablé.	Good = chose correctly and knew why. Hard = guessed correctly. Again = chose wrong.	spanish_grammar grammar_maintenance a2_1_daily_past regular_preterite choose
a2_1_daily_past::regular_preterite::correction	a2_1_daily_past	regular preterite	correction	Correction	Correct this Spanish: Ayer trabajo mucho.	Ayer trabajé mucho.	Use preterite for completed action yesterday.	- Hablé con Ana.<br>- Comí arroz.<br>- Vivimos en Lima dos años.	Present yo hablo is not past; use hablé.	Good = fixed it and named the rule. Hard = fixed it only. Again = missed the correction.	spanish_grammar grammar_maintenance a2_1_daily_past regular_preterite correction
a2_1_daily_past::regular_preterite::production	a2_1_daily_past	regular preterite	production	Production	Write in Spanish: I ate bread yesterday.	Ayer comí pan.	comer in yo preterite is comí.	- Hablé con Ana.<br>- Comí arroz.<br>- Vivimos en Lima dos años.	Present yo hablo is not past; use hablé.	Good = produced the target sentence. Hard = minor gender/accent/ending issue. Again = wrong pattern.	spanish_grammar grammar_maintenance a2_1_daily_past regular_preterite production
a2_1_daily_past::regular_preterite::pattern	a2_1_daily_past	regular preterite	pattern	Mini pattern	Mini pattern: completed past	preterite verb + past time	This is a reusable sentence chunk. Practice swapping one word at a time.	- Ayer hablé.<br>- Anoche comí.<br>- El lunes trabajé.	Present yo hablo is not past; use hablé.	Good = could reuse the pattern with a new word. Hard = recognized only. Again = did not remember it.	spanish_grammar grammar_maintenance a2_1_daily_past regular_preterite pattern
a2_1_daily_past::irregular_preterite::rule	a2_1_daily_past	irregular preterite	rule	Rule	Rule: irregular preterite	<b>Formula</b><br>ir/ser: fui; tener: tuve; hacer: hice; decir: dije<br><br><b>Use</b><br>Common high-frequency verbs have irregular preterite forms.	Memorize the pattern first; the other cards in this topic make you use it.	- Fui al mercado.<br>- Tuve una reunión.<br>- Hice la tarea.<br>- Dije la verdad.	fui can mean I went or I was; context decides.	Good = remembered the formula and examples. Hard = remembered one part. Again = could not explain it.	spanish_grammar grammar_maintenance a2_1_daily_past irregular_preterite rule
a2_1_daily_past::irregular_preterite::choose	a2_1_daily_past	irregular preterite	choose	Choose	Choose: I went to the store.<br>A) Fui a la tienda.<br>B) Iba a la tienda.	A) Fui a la tienda.	A completed trip uses preterite.	- Fui al mercado.<br>- Tuve una reunión.<br>- Hice la tarea.<br>- Dije la verdad.	fui can mean I went or I was; context decides.	Good = chose correctly and knew why. Hard = guessed correctly. Again = chose wrong.	spanish_grammar grammar_maintenance a2_1_daily_past irregular_preterite choose
a2_1_daily_past::irregular_preterite::correction	a2_1_daily_past	irregular preterite	correction	Correction	Correct this Spanish: Yo tení una reunión.	Yo tuve una reunión.	tener has irregular preterite tuve.	- Fui al mercado.<br>- Tuve una reunión.<br>- Hice la tarea.<br>- Dije la verdad.	fui can mean I went or I was; context decides.	Good = fixed it and named the rule. Hard = fixed it only. Again = missed the correction.	spanish_grammar grammar_maintenance a2_1_daily_past irregular_preterite correction
a2_1_daily_past::irregular_preterite::production	a2_1_daily_past	irregular preterite	production	Production	Write in Spanish: I did the work.	Hice el trabajo.	hacer in yo preterite is hice.	- Fui al mercado.<br>- Tuve una reunión.<br>- Hice la tarea.<br>- Dije la verdad.	fui can mean I went or I was; context decides.	Good = produced the target sentence. Hard = minor gender/accent/ending issue. Again = wrong pattern.	spanish_grammar grammar_maintenance a2_1_daily_past irregular_preterite production
a2_1_daily_past::irregular_preterite::pattern	a2_1_daily_past	irregular preterite	pattern	Mini pattern	Mini pattern: common irregular past	fui/tuve/hice/dije + object/place	This is a reusable sentence chunk. Practice swapping one word at a time.	- Fui a casa.<br>- Tuve tiempo.<br>- Dije no.	fui can mean I went or I was; context decides.	Good = could reuse the pattern with a new word. Hard = recognized only. Again = did not remember it.	spanish_grammar grammar_maintenance a2_1_daily_past irregular_preterite pattern
a2_1_daily_past::imperfect_basics::rule	a2_1_daily_past	imperfect basics	rule	Rule	Rule: imperfect basics	<b>Formula</b><br>-aba for -ar; -ía for -er/-ir; era/iba/veía are key irregulars<br><br><b>Use</b><br>Use imperfect for background, habits, descriptions, age, and ongoing past states.	Memorize the pattern first; the other cards in this topic make you use it.	- Cuando era niño, vivía en Madrid.<br>- Estudiaba cada noche.<br>- Tenía diez años.	Age in the past often uses imperfect: tenía.	Good = remembered the formula and examples. Hard = remembered one part. Again = could not explain it.	spanish_grammar grammar_maintenance a2_1_daily_past imperfect_basics rule
a2_1_daily_past::imperfect_basics::choose	a2_1_daily_past	imperfect basics	choose	Choose	Choose: When I was a child...<br>A) Cuando fui niño...<br>B) Cuando era niño...	B) Cuando era niño...	Background identity/description in the past uses imperfect.	- Cuando era niño, vivía en Madrid.<br>- Estudiaba cada noche.<br>- Tenía diez años.	Age in the past often uses imperfect: tenía.	Good = chose correctly and knew why. Hard = guessed correctly. Again = chose wrong.	spanish_grammar grammar_maintenance a2_1_daily_past imperfect_basics choose
a2_1_daily_past::imperfect_basics::correction	a2_1_daily_past	imperfect basics	correction	Correction	Correct this Spanish: Cuando tuve diez años, vivía en Chile.	Cuando tenía diez años, vivía en Chile.	Age as background uses imperfect.	- Cuando era niño, vivía en Madrid.<br>- Estudiaba cada noche.<br>- Tenía diez años.	Age in the past often uses imperfect: tenía.	Good = fixed it and named the rule. Hard = fixed it only. Again = missed the correction.	spanish_grammar grammar_maintenance a2_1_daily_past imperfect_basics correction
a2_1_daily_past::imperfect_basics::production	a2_1_daily_past	imperfect basics	production	Production	Write in Spanish: I used to study every night.	Estudiaba cada noche.	Repeated past habit uses imperfect.	- Cuando era niño, vivía en Madrid.<br>- Estudiaba cada noche.<br>- Tenía diez años.	Age in the past often uses imperfect: tenía.	Good = produced the target sentence. Hard = minor gender/accent/ending issue. Again = wrong pattern.	spanish_grammar grammar_maintenance a2_1_daily_past imperfect_basics production
a2_1_daily_past::imperfect_basics::pattern	a2_1_daily_past	imperfect basics	pattern	Mini pattern	Mini pattern: past habit/background	imperfect + repeated/background context	This is a reusable sentence chunk. Practice swapping one word at a time.	- Vivía allí.<br>- Trabajaba mucho.<br>- Era difícil.	Age in the past often uses imperfect: tenía.	Good = could reuse the pattern with a new word. Hard = recognized only. Again = did not remember it.	spanish_grammar grammar_maintenance a2_1_daily_past imperfect_basics pattern
a2_1_daily_past::preterite_vs_imperfect::rule	a2_1_daily_past	preterite vs imperfect	rule	Rule	Rule: preterite vs imperfect	<b>Formula</b><br>preterite = completed event; imperfect = background/habit/ongoing state<br><br><b>Use</b><br>Choose past tense based on how the speaker frames the action.	Memorize the pattern first; the other cards in this topic make you use it.	- Estudiaba cuando llamaste.<br>- Ayer estudié dos horas.<br>- Era tarde cuando salimos.	The same verb can use either tense with different meaning.	Good = remembered the formula and examples. Hard = remembered one part. Again = could not explain it.	spanish_grammar grammar_maintenance a2_1_daily_past preterite_vs_imperfect rule
a2_1_daily_past::preterite_vs_imperfect::choose	a2_1_daily_past	preterite vs imperfect	choose	Choose	Choose: I was studying when you called.<br>A) Estudiaba cuando llamaste.<br>B) Estudié cuando llamabas.	A) Estudiaba cuando llamaste.	Ongoing background uses imperfect; interrupting event uses preterite.	- Estudiaba cuando llamaste.<br>- Ayer estudié dos horas.<br>- Era tarde cuando salimos.	The same verb can use either tense with different meaning.	Good = chose correctly and knew why. Hard = guessed correctly. Again = chose wrong.	spanish_grammar grammar_maintenance a2_1_daily_past preterite_vs_imperfect choose
a2_1_daily_past::preterite_vs_imperfect::correction	a2_1_daily_past	preterite vs imperfect	correction	Correction	Correct this Spanish: Ayer estudiaba dos horas.	Ayer estudié dos horas.	A completed measured action uses preterite.	- Estudiaba cuando llamaste.<br>- Ayer estudié dos horas.<br>- Era tarde cuando salimos.	The same verb can use either tense with different meaning.	Good = fixed it and named the rule. Hard = fixed it only. Again = missed the correction.	spanish_grammar grammar_maintenance a2_1_daily_past preterite_vs_imperfect correction
a2_1_daily_past::preterite_vs_imperfect::production	a2_1_daily_past	preterite vs imperfect	production	Production	Write in Spanish: It was raining when I arrived.	Llovía cuando llegué.	Background weather uses imperfect; arrival is preterite.	- Estudiaba cuando llamaste.<br>- Ayer estudié dos horas.<br>- Era tarde cuando salimos.	The same verb can use either tense with different meaning.	Good = produced the target sentence. Hard = minor gender/accent/ending issue. Again = wrong pattern.	spanish_grammar grammar_maintenance a2_1_daily_past preterite_vs_imperfect production
a2_1_daily_past::preterite_vs_imperfect::pattern	a2_1_daily_past	preterite vs imperfect	pattern	Mini pattern	Mini pattern: background + event	imperfect cuando preterite	This is a reusable sentence chunk. Practice swapping one word at a time.	- Comía cuando llamaste.<br>- Dormía cuando llegué.<br>- Trabajaba cuando empezó.	The same verb can use either tense with different meaning.	Good = could reuse the pattern with a new word. Hard = recognized only. Again = did not remember it.	spanish_grammar grammar_maintenance a2_1_daily_past preterite_vs_imperfect pattern
a2_1_daily_past::comparatives::rule	a2_1_daily_past	comparatives	rule	Rule	Rule: comparatives	<b>Formula</b><br>más/menos + adjective + que; tan + adjective + como<br><br><b>Use</b><br>Use comparatives to compare people, things, or situations.	Memorize the pattern first; the other cards in this topic make you use it.	- Madrid es más grande que Toledo.<br>- Este libro es menos caro.<br>- Ana es tan alta como Luis.	Do not use más mejor; mejor already means better.	Good = remembered the formula and examples. Hard = remembered one part. Again = could not explain it.	spanish_grammar grammar_maintenance a2_1_daily_past comparatives rule
a2_1_daily_past::comparatives::choose	a2_1_daily_past	comparatives	choose	Choose	Choose: better than<br>A) más mejor que<br>B) mejor que	B) mejor que	mejor is already comparative.	- Madrid es más grande que Toledo.<br>- Este libro es menos caro.<br>- Ana es tan alta como Luis.	Do not use más mejor; mejor already means better.	Good = chose correctly and knew why. Hard = guessed correctly. Again = chose wrong.	spanish_grammar grammar_maintenance a2_1_daily_past comparatives choose
a2_1_daily_past::comparatives::correction	a2_1_daily_past	comparatives	correction	Correction	Correct this Spanish: Este café es más bueno.	Este café es mejor.	Use mejor for better.	- Madrid es más grande que Toledo.<br>- Este libro es menos caro.<br>- Ana es tan alta como Luis.	Do not use más mejor; mejor already means better.	Good = fixed it and named the rule. Hard = fixed it only. Again = missed the correction.	spanish_grammar grammar_maintenance a2_1_daily_past comparatives correction
a2_1_daily_past::comparatives::production	a2_1_daily_past	comparatives	production	Production	Write in Spanish: This book is more expensive than that one.	Este libro es más caro que ese.	más + adjective + que.	- Madrid es más grande que Toledo.<br>- Este libro es menos caro.<br>- Ana es tan alta como Luis.	Do not use más mejor; mejor already means better.	Good = produced the target sentence. Hard = minor gender/accent/ending issue. Again = wrong pattern.	spanish_grammar grammar_maintenance a2_1_daily_past comparatives production
a2_1_daily_past::comparatives::pattern	a2_1_daily_past	comparatives	pattern	Mini pattern	Mini pattern: comparison	más/menos/tan + adjective + que/como	This is a reusable sentence chunk. Practice swapping one word at a time.	- más rápido que<br>- menos caro que<br>- tan fácil como	Do not use más mejor; mejor already means better.	Good = could reuse the pattern with a new word. Hard = recognized only. Again = did not remember it.	spanish_grammar grammar_maintenance a2_1_daily_past comparatives pattern
a2_1_daily_past::informal_commands::rule	a2_1_daily_past	informal commands	rule	Rule	Rule: informal commands	<b>Formula</b><br>tú affirmative often uses él/ella present form: habla, come, escribe<br><br><b>Use</b><br>Use informal commands to tell one person to do something.	Memorize the pattern first; the other cards in this topic make you use it.	- Habla despacio.<br>- Come algo.<br>- Escribe tu nombre.	Common irregulars: ven, di, sal, haz, ten, ve, pon, sé.	Good = remembered the formula and examples. Hard = remembered one part. Again = could not explain it.	spanish_grammar grammar_maintenance a2_1_daily_past informal_commands rule
a2_1_daily_past::informal_commands::choose	a2_1_daily_past	informal commands	choose	Choose	Choose: Speak slowly.<br>A) Habla despacio.<br>B) Hablas despacio.	A) Habla despacio.	Affirmative tú command of hablar is habla.	- Habla despacio.<br>- Come algo.<br>- Escribe tu nombre.	Common irregulars: ven, di, sal, haz, ten, ve, pon, sé.	Good = chose correctly and knew why. Hard = guessed correctly. Again = chose wrong.	spanish_grammar grammar_maintenance a2_1_daily_past informal_commands choose
a2_1_daily_past::informal_commands::correction	a2_1_daily_past	informal commands	correction	Correction	Correct this Spanish: Comes algo.	Come algo.	The command form is come, not comes.	- Habla despacio.<br>- Come algo.<br>- Escribe tu nombre.	Common irregulars: ven, di, sal, haz, ten, ve, pon, sé.	Good = fixed it and named the rule. Hard = fixed it only. Again = missed the correction.	spanish_grammar grammar_maintenance a2_1_daily_past informal_commands correction
a2_1_daily_past::informal_commands::production	a2_1_daily_past	informal commands	production	Production	Write in Spanish: Write your name.	Escribe tu nombre.	Affirmative tú command of escribir is escribe.	- Habla despacio.<br>- Come algo.<br>- Escribe tu nombre.	Common irregulars: ven, di, sal, haz, ten, ve, pon, sé.	Good = produced the target sentence. Hard = minor gender/accent/ending issue. Again = wrong pattern.	spanish_grammar grammar_maintenance a2_1_daily_past informal_commands production
a2_1_daily_past::informal_commands::pattern	a2_1_daily_past	informal commands	pattern	Mini pattern	Mini pattern: tú command	verb command + object/adverb	This is a reusable sentence chunk. Practice swapping one word at a time.	- Lee esto.<br>- Escucha.<br>- Mira aquí.	Common irregulars: ven, di, sal, haz, ten, ve, pon, sé.	Good = could reuse the pattern with a new word. Hard = recognized only. Again = did not remember it.	spanish_grammar grammar_maintenance a2_1_daily_past informal_commands pattern
a2_2_natural_spanish::por_vs_para::rule	a2_2_natural_spanish	por vs para	rule	Rule	Rule: por vs para	<b>Formula</b><br>para = purpose/destination/deadline; por = cause/exchange/path/duration<br><br><b>Use</b><br>Choose por or para by the relationship between ideas.	Memorize the pattern first; the other cards in this topic make you use it.	- Trabajo para aprender.<br>- Gracias por tu ayuda.<br>- Salimos para Madrid.<br>- Caminé por el parque.	English for maps to both por and para.	Good = remembered the formula and examples. Hard = remembered one part. Again = could not explain it.	spanish_grammar grammar_maintenance a2_2_natural_spanish por_vs_para rule
a2_2_natural_spanish::por_vs_para::choose	a2_2_natural_spanish	por vs para	choose	Choose	Choose: I study to learn.<br>A) Estudio por aprender.<br>B) Estudio para aprender.	B) Estudio para aprender.	Purpose/goal uses para.	- Trabajo para aprender.<br>- Gracias por tu ayuda.<br>- Salimos para Madrid.<br>- Caminé por el parque.	English for maps to both por and para.	Good = chose correctly and knew why. Hard = guessed correctly. Again = chose wrong.	spanish_grammar grammar_maintenance a2_2_natural_spanish por_vs_para choose
a2_2_natural_spanish::por_vs_para::correction	a2_2_natural_spanish	por vs para	correction	Correction	Correct this Spanish: Gracias para tu ayuda.	Gracias por tu ayuda.	Cause/reason for thanks uses por.	- Trabajo para aprender.<br>- Gracias por tu ayuda.<br>- Salimos para Madrid.<br>- Caminé por el parque.	English for maps to both por and para.	Good = fixed it and named the rule. Hard = fixed it only. Again = missed the correction.	spanish_grammar grammar_maintenance a2_2_natural_spanish por_vs_para correction
a2_2_natural_spanish::por_vs_para::production	a2_2_natural_spanish	por vs para	production	Production	Write in Spanish: This gift is for Ana.	Este regalo es para Ana.	Recipient/destination uses para.	- Trabajo para aprender.<br>- Gracias por tu ayuda.<br>- Salimos para Madrid.<br>- Caminé por el parque.	English for maps to both por and para.	Good = produced the target sentence. Hard = minor gender/accent/ending issue. Again = wrong pattern.	spanish_grammar grammar_maintenance a2_2_natural_spanish por_vs_para production
a2_2_natural_spanish::por_vs_para::pattern	a2_2_natural_spanish	por vs para	pattern	Mini pattern	Mini pattern: purpose/reason	para + goal; por + reason	This is a reusable sentence chunk. Practice swapping one word at a time.	- para estudiar<br>- por eso<br>- por la mañana	English for maps to both por and para.	Good = could reuse the pattern with a new word. Hard = recognized only. Again = did not remember it.	spanish_grammar grammar_maintenance a2_2_natural_spanish por_vs_para pattern
a2_2_natural_spanish::indirect_object_pronouns::rule	a2_2_natural_spanish	indirect object pronouns	rule	Rule	Rule: indirect object pronouns	<b>Formula</b><br>me, te, le, nos, les + verb<br><br><b>Use</b><br>Use indirect object pronouns for to/for whom something happens.	Memorize the pattern first; the other cards in this topic make you use it.	- Le escribo a Ana.<br>- Me das el libro.<br>- Nos mandan un mensaje.	le/les are often clarified with a + person.	Good = remembered the formula and examples. Hard = remembered one part. Again = could not explain it.	spanish_grammar grammar_maintenance a2_2_natural_spanish indirect_object_pronouns rule
a2_2_natural_spanish::indirect_object_pronouns::choose	a2_2_natural_spanish	indirect object pronouns	choose	Choose	Choose: I write to Ana.<br>A) Le escribo a Ana.<br>B) La escribo a Ana.	A) Le escribo a Ana.	Writing to someone uses an indirect object pronoun.	- Le escribo a Ana.<br>- Me das el libro.<br>- Nos mandan un mensaje.	le/les are often clarified with a + person.	Good = chose correctly and knew why. Hard = guessed correctly. Again = chose wrong.	spanish_grammar grammar_maintenance a2_2_natural_spanish indirect_object_pronouns choose
a2_2_natural_spanish::indirect_object_pronouns::correction	a2_2_natural_spanish	indirect object pronouns	correction	Correction	Correct this Spanish: Lo doy el libro a Juan.	Le doy el libro a Juan.	Juan receives the book, so use le.	- Le escribo a Ana.<br>- Me das el libro.<br>- Nos mandan un mensaje.	le/les are often clarified with a + person.	Good = fixed it and named the rule. Hard = fixed it only. Again = missed the correction.	spanish_grammar grammar_maintenance a2_2_natural_spanish indirect_object_pronouns correction
a2_2_natural_spanish::indirect_object_pronouns::production	a2_2_natural_spanish	indirect object pronouns	production	Production	Write in Spanish: She gives me the key.	Ella me da la llave.	me is the indirect object pronoun for to me.	- Le escribo a Ana.<br>- Me das el libro.<br>- Nos mandan un mensaje.	le/les are often clarified with a + person.	Good = produced the target sentence. Hard = minor gender/accent/ending issue. Again = wrong pattern.	spanish_grammar grammar_maintenance a2_2_natural_spanish indirect_object_pronouns production
a2_2_natural_spanish::indirect_object_pronouns::pattern	a2_2_natural_spanish	indirect object pronouns	pattern	Mini pattern	Mini pattern: recipient	indirect object pronoun + verb + thing	This is a reusable sentence chunk. Practice swapping one word at a time.	- Te mando un mensaje.<br>- Le doy agua.<br>- Nos explica la regla.	le/les are often clarified with a + person.	Good = could reuse the pattern with a new word. Hard = recognized only. Again = did not remember it.	spanish_grammar grammar_maintenance a2_2_natural_spanish indirect_object_pronouns pattern
a2_2_natural_spanish::double_object_pronouns::rule	a2_2_natural_spanish	double object pronouns	rule	Rule	Rule: double object pronouns	<b>Formula</b><br>indirect + direct object pronoun; le/les -> se before lo/la/los/las<br><br><b>Use</b><br>Use double object pronouns to replace both recipient and thing.	Memorize the pattern first; the other cards in this topic make you use it.	- Doy el libro a Ana -> Se lo doy.<br>- Mando la carta a Luis -> Se la mando.<br>- Te lo explico.	Do not say le lo; change le to se.	Good = remembered the formula and examples. Hard = remembered one part. Again = could not explain it.	spanish_grammar grammar_maintenance a2_2_natural_spanish double_object_pronouns rule
a2_2_natural_spanish::double_object_pronouns::choose	a2_2_natural_spanish	double object pronouns	choose	Choose	Choose: I give it to her.<br>A) Le lo doy.<br>B) Se lo doy.	B) Se lo doy.	le becomes se before lo.	- Doy el libro a Ana -> Se lo doy.<br>- Mando la carta a Luis -> Se la mando.<br>- Te lo explico.	Do not say le lo; change le to se.	Good = chose correctly and knew why. Hard = guessed correctly. Again = chose wrong.	spanish_grammar grammar_maintenance a2_2_natural_spanish double_object_pronouns choose
a2_2_natural_spanish::double_object_pronouns::correction	a2_2_natural_spanish	double object pronouns	correction	Correction	Correct this Spanish: Le la mando.	Se la mando.	le/les change to se before la.	- Doy el libro a Ana -> Se lo doy.<br>- Mando la carta a Luis -> Se la mando.<br>- Te lo explico.	Do not say le lo; change le to se.	Good = fixed it and named the rule. Hard = fixed it only. Again = missed the correction.	spanish_grammar grammar_maintenance a2_2_natural_spanish double_object_pronouns correction
a2_2_natural_spanish::double_object_pronouns::production	a2_2_natural_spanish	double object pronouns	production	Production	Write in Spanish: I explain it to you.	Te lo explico.	Indirect pronoun comes before direct pronoun.	- Doy el libro a Ana -> Se lo doy.<br>- Mando la carta a Luis -> Se la mando.<br>- Te lo explico.	Do not say le lo; change le to se.	Good = produced the target sentence. Hard = minor gender/accent/ending issue. Again = wrong pattern.	spanish_grammar grammar_maintenance a2_2_natural_spanish double_object_pronouns production
a2_2_natural_spanish::double_object_pronouns::pattern	a2_2_natural_spanish	double object pronouns	pattern	Mini pattern	Mini pattern: two pronouns	me/te/se/nos + lo/la/los/las + verb	This is a reusable sentence chunk. Practice swapping one word at a time.	- Me lo das.<br>- Se la compro.<br>- Nos los envían.	Do not say le lo; change le to se.	Good = could reuse the pattern with a new word. Hard = recognized only. Again = did not remember it.	spanish_grammar grammar_maintenance a2_2_natural_spanish double_object_pronouns pattern
a2_2_natural_spanish::present_progressive::rule	a2_2_natural_spanish	present progressive	rule	Rule	Rule: present progressive	<b>Formula</b><br>estar + gerundio (-ando/-iendo)<br><br><b>Use</b><br>Use present progressive for actions happening right now.	Memorize the pattern first; the other cards in this topic make you use it.	- Estoy estudiando.<br>- Está comiendo.<br>- Estamos escribiendo.	Spanish uses simple present more often than English for general/current plans.	Good = remembered the formula and examples. Hard = remembered one part. Again = could not explain it.	spanish_grammar grammar_maintenance a2_2_natural_spanish present_progressive rule
a2_2_natural_spanish::present_progressive::choose	a2_2_natural_spanish	present progressive	choose	Choose	Choose: I am studying right now.<br>A) Estoy estudiando ahora.<br>B) Soy estudiando ahora.	A) Estoy estudiando ahora.	Progressive uses estar, not ser.	- Estoy estudiando.<br>- Está comiendo.<br>- Estamos escribiendo.	Spanish uses simple present more often than English for general/current plans.	Good = chose correctly and knew why. Hard = guessed correctly. Again = chose wrong.	spanish_grammar grammar_maintenance a2_2_natural_spanish present_progressive choose
a2_2_natural_spanish::present_progressive::correction	a2_2_natural_spanish	present progressive	correction	Correction	Correct this Spanish: Estoy estudio.	Estoy estudiando.	After estar, use the gerund.	- Estoy estudiando.<br>- Está comiendo.<br>- Estamos escribiendo.	Spanish uses simple present more often than English for general/current plans.	Good = fixed it and named the rule. Hard = fixed it only. Again = missed the correction.	spanish_grammar grammar_maintenance a2_2_natural_spanish present_progressive correction
a2_2_natural_spanish::present_progressive::production	a2_2_natural_spanish	present progressive	production	Production	Write in Spanish: We are eating.	Estamos comiendo.	estar + -iendo.	- Estoy estudiando.<br>- Está comiendo.<br>- Estamos escribiendo.	Spanish uses simple present more often than English for general/current plans.	Good = produced the target sentence. Hard = minor gender/accent/ending issue. Again = wrong pattern.	spanish_grammar grammar_maintenance a2_2_natural_spanish present_progressive production
a2_2_natural_spanish::present_progressive::pattern	a2_2_natural_spanish	present progressive	pattern	Mini pattern	Mini pattern: right now	estar + -ando/-iendo	This is a reusable sentence chunk. Practice swapping one word at a time.	- Estoy hablando.<br>- Está leyendo.<br>- Estamos trabajando.	Spanish uses simple present more often than English for general/current plans.	Good = could reuse the pattern with a new word. Hard = recognized only. Again = did not remember it.	spanish_grammar grammar_maintenance a2_2_natural_spanish present_progressive pattern
a2_2_natural_spanish::present_perfect::rule	a2_2_natural_spanish	present perfect	rule	Rule	Rule: present perfect	<b>Formula</b><br>haber + participle: he/has/ha/hemos/han + -ado/-ido<br><br><b>Use</b><br>Use present perfect for recent or experience-related past with present relevance.	Memorize the pattern first; the other cards in this topic make you use it.	- He visto la película.<br>- Hemos terminado.<br>- ¿Has comido?	Do not insert words between haber and the participle in basic Spanish.	Good = remembered the formula and examples. Hard = remembered one part. Again = could not explain it.	spanish_grammar grammar_maintenance a2_2_natural_spanish present_perfect rule
