#separator:tab
#html:true
SourceID	DeckPath	Level	Topic	CardType	PromptMode	Front	Answer	TypeAnswer	Back	Formula	Examples	Audio	AudioURL	Source	Attribution	SelfGrade	Tags
en_phrase_191_in_the_public_interest::phrase_production	English Mastery::Natural Phrases	level_4	natural phrases	phrase_production	self_grade	"<span class=""front-instruction"">Produce one natural sentence using the target phrase, then compare for naturalness</span><br>Done to benefit society or the community as a whole."	The proposal was rejected because it was not in the public interest		Target phrase: <b>in the public interest</b><br>Done to benefit society or the community as a whole.	Situation -> natural sentence using a formulaic sequence.	- The committee delayed permits in the public interest until safety tests were complete.<br>- The journalist asked for the document in the public interest, not for political gain.<br>- The city widened sidewalks in the public interest after several incidents.						english_mastery level_4 natural_phrases phrase_production
en_phrase_192_on_the_fly::phrase_cloze	English Mastery::Natural Phrases	level_4	natural phrases	phrase_cloze	type_exact	"<span class=""front-cue""><span class=""front-label"">Meaning cue</span><br>Improvised or adjusted quickly while work is already in progress.</span><br><br><span class=""front-instruction"">Complete naturally</span><br>I changed the layout _____ when the meeting room projector failed."	on the fly	on the fly	Improvised or adjusted quickly while work is already in progress.	Retrieve the full phrase from meaning and sentence context.	- The trainer improvised vocabulary on the fly when students asked new questions.<br>- We fixed the chart on the fly during the demo when the numbers changed.<br>- Her code worked on the fly because she wrote a fallback path during testing.						english_mastery level_4 natural_phrases phrase_cloze
en_phrase_192_on_the_fly::phrase_production	English Mastery::Natural Phrases	level_4	natural phrases	phrase_production	self_grade	"<span class=""front-instruction"">Produce one natural sentence using the target phrase, then compare for naturalness</span><br>Improvised or adjusted quickly while work is already in progress."	I changed the layout on the fly when the meeting room projector failed		Target phrase: <b>on the fly</b><br>Improvised or adjusted quickly while work is already in progress.	Situation -> natural sentence using a formulaic sequence.	- The trainer improvised vocabulary on the fly when students asked new questions.<br>- We fixed the chart on the fly during the demo when the numbers changed.<br>- Her code worked on the fly because she wrote a fallback path during testing.						english_mastery level_4 natural_phrases phrase_production
en_phrase_193_in_real_time::phrase_cloze	English Mastery::Natural Phrases	level_4	natural phrases	phrase_cloze	type_exact	"<span class=""front-cue""><span class=""front-label"">Meaning cue</span><br>Available as it happens, without delay.</span><br><br><span class=""front-instruction"">Complete naturally</span><br>The dashboard updates _____, so the support team can react immediately."	in real time	in real time	Available as it happens, without delay.	Retrieve the full phrase from meaning and sentence context.	- The moderator monitored comments in real time and removed harmful posts quickly.<br>- A translator app in real time helped with the client call.<br>- The dashboard tracks delivery delays in real time during peak traffic.						english_mastery level_4 natural_phrases phrase_cloze
en_phrase_193_in_real_time::phrase_production	English Mastery::Natural Phrases	level_4	natural phrases	phrase_production	self_grade	"<span class=""front-instruction"">Produce one natural sentence using the target phrase, then compare for naturalness</span><br>Available as it happens, without delay."	The dashboard updates in real time, so the support team can react immediately		Target phrase: <b>in real time</b><br>Available as it happens, without delay.	Situation -> natural sentence using a formulaic sequence.	- The moderator monitored comments in real time and removed harmful posts quickly.<br>- A translator app in real time helped with the client call.<br>- The dashboard tracks delivery delays in real time during peak traffic.						english_mastery level_4 natural_phrases phrase_production
en_phrase_194_in_this_line_of_work::phrase_cloze	English Mastery::Natural Phrases	level_4	natural phrases	phrase_cloze	type_compare	"<span class=""front-cue""><span class=""front-label"">Meaning cue</span><br>Common expectation or standard within a specific profession.</span><br><br><span class=""front-instruction"">Complete naturally</span><br>_____, trust is built through reliable delivery and clear communication."	in this line of work	in this line of work	Common expectation or standard within a specific profession.	Retrieve the full phrase from meaning and sentence context.	- Editors in this line of work often refuse to work without a second proofread.<br>- In this line of work, missing a deadline usually means restarting the client conversation.<br>- New developers in this line of work learn incident escalation before they touch production.						english_mastery level_4 natural_phrases phrase_cloze
en_phrase_194_in_this_line_of_work::phrase_production	English Mastery::Natural Phrases	level_4	natural phrases	phrase_production	self_grade	"<span class=""front-instruction"">Produce one natural sentence using the target phrase, then compare for naturalness</span><br>Common expectation or standard within a specific profession."	In this line of work, trust is built through reliable delivery and clear communication		Target phrase: <b>in this line of work</b><br>Common expectation or standard within a specific profession.	Situation -> natural sentence using a formulaic sequence.	- Editors in this line of work often refuse to work without a second proofread.<br>- In this line of work, missing a deadline usually means restarting the client conversation.<br>- New developers in this line of work learn incident escalation before they touch production.						english_mastery level_4 natural_phrases phrase_production
en_phrase_195_at_the_top_of_the_line::phrase_cloze	English Mastery::Natural Phrases	level_4	natural phrases	phrase_cloze	type_exact	"<span class=""front-cue""><span class=""front-label"">Meaning cue</span><br>Among the highest quality or most advanced options available.</span><br><br><span class=""front-instruction"">Complete naturally</span><br>That camera is _____ for low-light photography."	top of the line	top of the line	Among the highest quality or most advanced options available.	Retrieve the full phrase from meaning and sentence context.	- The hospital bought top-of-the-line scanners for the new wing.<br>- This laptop is top of the line, but it may be more than we need.<br>- Their top-of-the-line plan includes priority support.						english_mastery level_4 natural_phrases phrase_cloze
en_phrase_195_at_the_top_of_the_line::phrase_production	English Mastery::Natural Phrases	level_4	natural phrases	phrase_production	self_grade	"<span class=""front-instruction"">Produce one natural sentence using the target phrase, then compare for naturalness</span><br>Among the highest quality or most advanced options available."	That camera is top of the line for low-light photography		Target phrase: <b>top of the line</b><br>Among the highest quality or most advanced options available.	Situation -> natural sentence using a formulaic sequence.	- The hospital bought top-of-the-line scanners for the new wing.<br>- This laptop is top of the line, but it may be more than we need.<br>- Their top-of-the-line plan includes priority support.						english_mastery level_4 natural_phrases phrase_production
en_phrase_196_at_the_heart_of::phrase_cloze	English Mastery::Natural Phrases	level_4	natural phrases	phrase_cloze	type_exact	"<span class=""front-cue""><span class=""front-label"">Meaning cue</span><br>The central cause or main point behind a larger matter.</span><br><br><span class=""front-instruction"">Complete naturally</span><br>That contradiction is _____ the hiring debate, not a minor issue."	at the heart of	at the heart of	The central cause or main point behind a larger matter.	Retrieve the full phrase from meaning and sentence context.	- The issue at the heart of the merger was data ownership.<br>- Trust is at the heart of any long-term partnership.<br>- Her argument missed the point because she ignored what was at the heart of the complaint.						english_mastery level_4 natural_phrases phrase_cloze
en_phrase_196_at_the_heart_of::phrase_production	English Mastery::Natural Phrases	level_4	natural phrases	phrase_production	self_grade	"<span class=""front-instruction"">Produce one natural sentence using the target phrase, then compare for naturalness</span><br>The central cause or main point behind a larger matter."	That contradiction is at the heart of the hiring debate, not a minor issue		Target phrase: <b>at the heart of</b><br>The central cause or main point behind a larger matter.	Situation -> natural sentence using a formulaic sequence.	- The issue at the heart of the merger was data ownership.<br>- Trust is at the heart of any long-term partnership.<br>- Her argument missed the point because she ignored what was at the heart of the complaint.						english_mastery level_4 natural_phrases phrase_production
en_phrase_197_at_the_right_time::phrase_cloze	English Mastery::Natural Phrases	level_4	natural phrases	phrase_cloze	type_exact	"<span class=""front-cue""><span class=""front-label"">Meaning cue</span><br>When the timing is suitable and likely to be effective.</span><br><br><span class=""front-instruction"">Complete naturally</span><br>If you launch _____, retention improves naturally."	at the right time	at the right time	When the timing is suitable and likely to be effective.	Retrieve the full phrase from meaning and sentence context.	- The chef moved the interview to a quieter hour at the right time.<br>- We sent the invoice at the right time, before the budget window closed.<br>- A small reminder at the right time can prevent most support tickets.						english_mastery level_4 natural_phrases phrase_cloze
en_phrase_197_at_the_right_time::phrase_production	English Mastery::Natural Phrases	level_4	natural phrases	phrase_production	self_grade	"<span class=""front-instruction"">Produce one natural sentence using the target phrase, then compare for naturalness</span><br>When the timing is suitable and likely to be effective."	If you launch at the right time, retention improves naturally		Target phrase: <b>at the right time</b><br>When the timing is suitable and likely to be effective.	Situation -> natural sentence using a formulaic sequence.	- The chef moved the interview to a quieter hour at the right time.<br>- We sent the invoice at the right time, before the budget window closed.<br>- A small reminder at the right time can prevent most support tickets.						english_mastery level_4 natural_phrases phrase_production
en_phrase_198_at_the_right_place::phrase_cloze	English Mastery::Natural Phrases	level_4	natural phrases	phrase_cloze	type_exact	"<span class=""front-cue""><span class=""front-label"">Meaning cue</span><br>Located where it is useful, expected, or appropriate.</span><br><br><span class=""front-instruction"">Complete naturally</span><br>The backup link is _____ where new users can find it."	in the right place	in the right place	Located where it is useful, expected, or appropriate.	Retrieve the full phrase from meaning and sentence context.	- Keep the first-aid kit in the right place near the exit.<br>- The file was in the right place in the shared drive.<br>- A reminder in the right place can prevent many support tickets.						english_mastery level_4 natural_phrases phrase_cloze
en_phrase_198_at_the_right_place::phrase_production	English Mastery::Natural Phrases	level_4	natural phrases	phrase_production	self_grade	"<span class=""front-instruction"">Produce one natural sentence using the target phrase, then compare for naturalness</span><br>Located where it is useful, expected, or appropriate."	The backup link is in the right place where new users can find it		Target phrase: <b>in the right place</b><br>Located where it is useful, expected, or appropriate.	Situation -> natural sentence using a formulaic sequence.	- Keep the first-aid kit in the right place near the exit.<br>- The file was in the right place in the shared drive.<br>- A reminder in the right place can prevent many support tickets.						english_mastery level_4 natural_phrases phrase_production
en_phrase_199_on_the_table::phrase_cloze	English Mastery::Natural Phrases	level_4	natural phrases	phrase_cloze	type_exact	"<span class=""front-cue""><span class=""front-label"">Meaning cue</span><br>A subject is currently being discussed and considered.</span><br><br><span class=""front-instruction"">Complete naturally</span><br>The topic of delayed reimbursement is back _____ for this quarter."	on the table	on the table	A subject is currently being discussed and considered.	Retrieve the full phrase from meaning and sentence context.	- The idea of remote work came back on the table after the incident.<br>- Salary bands are on the table, but the dates are not.<br>- The contractor kept the delivery issue on the table until it was resolved.						english_mastery level_4 natural_phrases phrase_cloze
en_phrase_199_on_the_table::phrase_production	English Mastery::Natural Phrases	level_4	natural phrases	phrase_production	self_grade	"<span class=""front-instruction"">Produce one natural sentence using the target phrase, then compare for naturalness</span><br>A subject is currently being discussed and considered."	The topic of delayed reimbursement is back on the table for this quarter		Target phrase: <b>on the table</b><br>A subject is currently being discussed and considered.	Situation -> natural sentence using a formulaic sequence.	- The idea of remote work came back on the table after the incident.<br>- Salary bands are on the table, but the dates are not.<br>- The contractor kept the delivery issue on the table until it was resolved.						english_mastery level_4 natural_phrases phrase_production
en_phrase_200_on_the_ground::phrase_cloze	English Mastery::Natural Phrases	level_4	natural phrases	phrase_cloze	type_exact	"<span class=""front-cue""><span class=""front-label"">Meaning cue</span><br>In real-world, practical conditions rather than theory.</span><br><br><span class=""front-instruction"">Complete naturally</span><br>real progress can only be verified _____, not in the slide deck."	on the ground	on the ground	In real-world, practical conditions rather than theory.	Retrieve the full phrase from meaning and sentence context.	- The NGO trained teams on the ground before shipping supplies.<br>- Policy looked good, but on the ground the equipment was arriving broken.<br>- We verified the service availability on the ground using two field agents.						english_mastery level_4 natural_phrases phrase_cloze
en_phrase_200_on_the_ground::phrase_production	English Mastery::Natural Phrases	level_4	natural phrases	phrase_production	self_grade	"<span class=""front-instruction"">Produce one natural sentence using the target phrase, then compare for naturalness</span><br>In real-world, practical conditions rather than theory."	real progress can only be verified on the ground, not in the slide deck		Target phrase: <b>on the ground</b><br>In real-world, practical conditions rather than theory.	Situation -> natural sentence using a formulaic sequence.	- The NGO trained teams on the ground before shipping supplies.<br>- Policy looked good, but on the ground the equipment was arriving broken.<br>- We verified the service availability on the ground using two field agents.						english_mastery level_4 natural_phrases phrase_production
en_phrase_201_on_the_horizon::phrase_cloze	English Mastery::Natural Phrases	level_4	natural phrases	phrase_cloze	type_exact	"<span class=""front-cue""><span class=""front-label"">Meaning cue</span><br>Likely to happen soon or be expected in the near future.</span><br><br><span class=""front-instruction"">Complete naturally</span><br>A new subsidy could be _____ if the vote passes next week."	on the horizon	on the horizon	Likely to happen soon or be expected in the near future.	Retrieve the full phrase from meaning and sentence context.	- A major update is on the horizon for the mobile app.<br>- The storm moved on the horizon before the city issued an alert.<br>- New pricing was on the horizon after the pilot results came in.						english_mastery level_4 natural_phrases phrase_cloze
en_phrase_201_on_the_horizon::phrase_production	English Mastery::Natural Phrases	level_4	natural phrases	phrase_production	self_grade	"<span class=""front-instruction"">Produce one natural sentence using the target phrase, then compare for naturalness</span><br>Likely to happen soon or be expected in the near future."	A new subsidy could be on the horizon if the vote passes next week		Target phrase: <b>on the horizon</b><br>Likely to happen soon or be expected in the near future.	Situation -> natural sentence using a formulaic sequence.	- A major update is on the horizon for the mobile app.<br>- The storm moved on the horizon before the city issued an alert.<br>- New pricing was on the horizon after the pilot results came in.						english_mastery level_4 natural_phrases phrase_production
en_phrase_202_on_demand::phrase_cloze	English Mastery::Natural Phrases	level_4	natural phrases	phrase_cloze	type_exact	"<span class=""front-cue""><span class=""front-label"">Meaning cue</span><br>Whenever needed, immediately requested, not scheduled.</span><br><br><span class=""front-instruction"">Complete naturally</span><br>The mentor is available _____ when your study group gets stuck."	on demand	on demand	Whenever needed, immediately requested, not scheduled.	Retrieve the full phrase from meaning and sentence context.	- The server scales on demand when user traffic spikes.<br>- The driver came on demand during the weekend shift.<br>- Our cloud scripts can generate report snapshots on demand for the finance team.						english_mastery level_4 natural_phrases phrase_cloze
en_phrase_202_on_demand::phrase_production	English Mastery::Natural Phrases	level_4	natural phrases	phrase_production	self_grade	"<span class=""front-instruction"">Produce one natural sentence using the target phrase, then compare for naturalness</span><br>Whenever needed, immediately requested, not scheduled."	The mentor is available on demand when your study group gets stuck		Target phrase: <b>on demand</b><br>Whenever needed, immediately requested, not scheduled.	Situation -> natural sentence using a formulaic sequence.	- The server scales on demand when user traffic spikes.<br>- The driver came on demand during the weekend shift.<br>- Our cloud scripts can generate report snapshots on demand for the finance team.						english_mastery level_4 natural_phrases phrase_production
en_phrase_203_on_hold::phrase_cloze	English Mastery::Natural Phrases	level_4	natural phrases	phrase_cloze	type_exact	"<span class=""front-cue""><span class=""front-label"">Meaning cue</span><br>Temporarily paused or waiting for another action.</span><br><br><span class=""front-instruction"">Complete naturally</span><br>The invoice is _____ until accounting confirms the tax number."	on hold	on hold	Temporarily paused or waiting for another action.	Retrieve the full phrase from meaning and sentence context.	- The campaign is on hold while legal reviews the copy.<br>- We kept the account on hold after suspicious activity appeared.<br>- New hires are on hold until background checks are cleared.						english_mastery level_4 natural_phrases phrase_cloze
en_phrase_203_on_hold::phrase_production	English Mastery::Natural Phrases	level_4	natural phrases	phrase_production	self_grade	"<span class=""front-instruction"">Produce one natural sentence using the target phrase, then compare for naturalness</span><br>Temporarily paused or waiting for another action."	The invoice is on hold until accounting confirms the tax number		Target phrase: <b>on hold</b><br>Temporarily paused or waiting for another action.	Situation -> natural sentence using a formulaic sequence.	- The campaign is on hold while legal reviews the copy.<br>- We kept the account on hold after suspicious activity appeared.<br>- New hires are on hold until background checks are cleared.						english_mastery level_4 natural_phrases phrase_production
en_phrase_204_in_light_of::phrase_cloze	English Mastery::Natural Phrases	level_4	natural phrases	phrase_cloze	type_exact	"<span class=""front-cue""><span class=""front-label"">Meaning cue</span><br>Considering a specific context or new information when making a decision.</span><br><br><span class=""front-instruction"">Complete naturally</span><br>_____ recent outages, we moved the release to next Monday."	in light of	in light of	Considering a specific context or new information when making a decision.	Retrieve the full phrase from meaning and sentence context.	- In light of the weather forecast, we canceled the outdoor event.<br>- The doctor prescribed a lighter schedule in light of her recent fatigue.<br>- In light of last year&#x27;s errors, we added a second review step.						english_mastery level_4 natural_phrases phrase_cloze
en_phrase_204_in_light_of::phrase_production	English Mastery::Natural Phrases	level_4	natural phrases	phrase_production	self_grade	"<span class=""front-instruction"">Produce one natural sentence using the target phrase, then compare for naturalness</span><br>Considering a specific context or new information when making a decision."	In light of recent outages, we moved the release to next Monday		Target phrase: <b>in light of</b><br>Considering a specific context or new information when making a decision.	Situation -> natural sentence using a formulaic sequence.	- In light of the weather forecast, we canceled the outdoor event.<br>- The doctor prescribed a lighter schedule in light of her recent fatigue.<br>- In light of last year&#x27;s errors, we added a second review step.						english_mastery level_4 natural_phrases phrase_production
en_phrase_205_in_contrast_with::phrase_cloze	English Mastery::Natural Phrases	level_4	natural phrases	phrase_cloze	type_exact	"<span class=""front-cue""><span class=""front-label"">Meaning cue</span><br>Used to highlight a comparison between two things.</span><br><br><span class=""front-instruction"">Complete naturally</span><br>_____ our old workflow, this version is much faster."	in contrast with	in contrast with	Used to highlight a comparison between two things.	Retrieve the full phrase from meaning and sentence context.	- In contrast with last quarter, churn dropped after we changed pricing.<br>- Her report was upbeat, in contrast with the team&#x27;s earlier concerns.<br>- In contrast with theory, the client expected faster setup.						english_mastery level_4 natural_phrases phrase_cloze
en_phrase_205_in_contrast_with::phrase_production	English Mastery::Natural Phrases	level_4	natural phrases	phrase_production	self_grade	"<span class=""front-instruction"">Produce one natural sentence using the target phrase, then compare for naturalness</span><br>Used to highlight a comparison between two things."	In contrast with our old workflow, this version is much faster		Target phrase: <b>in contrast with</b><br>Used to highlight a comparison between two things.	Situation -> natural sentence using a formulaic sequence.	- In contrast with last quarter, churn dropped after we changed pricing.<br>- Her report was upbeat, in contrast with the team&#x27;s earlier concerns.<br>- In contrast with theory, the client expected faster setup.						english_mastery level_4 natural_phrases phrase_production
en_phrase_206_in_no_way::phrase_cloze	English Mastery::Natural Phrases	level_4	natural phrases	phrase_cloze	type_exact	"<span class=""front-cue""><span class=""front-label"">Meaning cue</span><br>A strong way to deny or reject something completely.</span><br><br><span class=""front-instruction"">Complete naturally</span><br>I can _____ recommend that shortcut for security work."	in no way	in no way	A strong way to deny or reject something completely.	Retrieve the full phrase from meaning and sentence context.	- We can in no way share this list outside the group.<br>- The candidate was in no way prepared for a live demo.<br>- This result in no way proves that the method is safe.						english_mastery level_4 natural_phrases phrase_cloze
en_phrase_206_in_no_way::phrase_production	English Mastery::Natural Phrases	level_4	natural phrases	phrase_production	self_grade	"<span class=""front-instruction"">Produce one natural sentence using the target phrase, then compare for naturalness</span><br>A strong way to deny or reject something completely."	I can in no way recommend that shortcut for security work		Target phrase: <b>in no way</b><br>A strong way to deny or reject something completely.	Situation -> natural sentence using a formulaic sequence.	- We can in no way share this list outside the group.<br>- The candidate was in no way prepared for a live demo.<br>- This result in no way proves that the method is safe.						english_mastery level_4 natural_phrases phrase_production
en_phrase_207_without_a_doubt::phrase_cloze	English Mastery::Natural Phrases	level_4	natural phrases	phrase_cloze	type_exact	"<span class=""front-cue""><span class=""front-label"">Meaning cue</span><br>With complete certainty and no hesitation.</span><br><br><span class=""front-instruction"">Complete naturally</span><br>The project passed quality checks _____."	without a doubt	without a doubt	With complete certainty and no hesitation.	Retrieve the full phrase from meaning and sentence context.	- The diagnosis was correct without a doubt after repeated testing.<br>- Her fluency made the presentation sound without a doubt top-notch.<br>- The team was without a doubt the only one with the data source needed.						english_mastery level_4 natural_phrases phrase_cloze
en_phrase_207_without_a_doubt::phrase_production	English Mastery::Natural Phrases	level_4	natural phrases	phrase_production	self_grade	"<span class=""front-instruction"">Produce one natural sentence using the target phrase, then compare for naturalness</span><br>With complete certainty and no hesitation."	The project passed quality checks without a doubt		Target phrase: <b>without a doubt</b><br>With complete certainty and no hesitation.	Situation -> natural sentence using a formulaic sequence.	- The diagnosis was correct without a doubt after repeated testing.<br>- Her fluency made the presentation sound without a doubt top-notch.<br>- The team was without a doubt the only one with the data source needed.						english_mastery level_4 natural_phrases phrase_production
en_phrase_208_in_effect::phrase_cloze	English Mastery::Natural Phrases	level_4	natural phrases	phrase_cloze	type_exact	"<span class=""front-cue""><span class=""front-label"">Meaning cue</span><br>Currently active and producing real-world effect.</span><br><br><span class=""front-instruction"">Complete naturally</span><br>The memo is _____ starting tomorrow, including the updated reimbursement rules."	in effect	in effect	Currently active and producing real-world effect.	Retrieve the full phrase from meaning and sentence context.	- The policy is in effect even though it was not yet in the handbook.<br>- Once the patch was in effect, error rates dropped in all regions.<br>- His apology was in effect a reset of the relationship, and they worked again.						english_mastery level_4 natural_phrases phrase_cloze
en_phrase_208_in_effect::phrase_production	English Mastery::Natural Phrases	level_4	natural phrases	phrase_production	self_grade	"<span class=""front-instruction"">Produce one natural sentence using the target phrase, then compare for naturalness</span><br>Currently active and producing real-world effect."	The memo is in effect starting tomorrow, including the updated reimbursement rules		Target phrase: <b>in effect</b><br>Currently active and producing real-world effect.	Situation -> natural sentence using a formulaic sequence.	- The policy is in effect even though it was not yet in the handbook.<br>- Once the patch was in effect, error rates dropped in all regions.<br>- His apology was in effect a reset of the relationship, and they worked again.						english_mastery level_4 natural_phrases phrase_production
en_phrase_209_in_practice::phrase_cloze	English Mastery::Natural Phrases	level_4	natural phrases	phrase_cloze	type_exact	"<span class=""front-cue""><span class=""front-label"">Meaning cue</span><br>How something actually works when performed day-to-day.</span><br><br><span class=""front-instruction"">Complete naturally</span><br>_____, we review every pull request before merging."	in practice	in practice	How something actually works when performed day-to-day.	Retrieve the full phrase from meaning and sentence context.	- The idea sounded good in theory, but in practice the training took longer.<br>- She tested the app in practice across three screen sizes before release.<br>- In practice, the receptionist handles most support follow-ups manually.						english_mastery level_4 natural_phrases phrase_cloze
en_phrase_209_in_practice::phrase_production	English Mastery::Natural Phrases	level_4	natural phrases	phrase_production	self_grade	"<span class=""front-instruction"">Produce one natural sentence using the target phrase, then compare for naturalness</span><br>How something actually works when performed day-to-day."	In practice, we review every pull request before merging		Target phrase: <b>in practice</b><br>How something actually works when performed day-to-day.	Situation -> natural sentence using a formulaic sequence.	- The idea sounded good in theory, but in practice the training took longer.<br>- She tested the app in practice across three screen sizes before release.<br>- In practice, the receptionist handles most support follow-ups manually.						english_mastery level_4 natural_phrases phrase_production
en_phrase_210_in_principle::phrase_cloze	English Mastery::Natural Phrases	level_4	natural phrases	phrase_cloze	type_exact	"<span class=""front-cue""><span class=""front-label"">Meaning cue</span><br>Generally agreed in theory but not necessarily applied yet.</span><br><br><span class=""front-instruction"">Complete naturally</span><br>The idea is _____ acceptable, though we still need details."	in principle	in principle	Generally agreed in theory but not necessarily applied yet.	Retrieve the full phrase from meaning and sentence context.	- The policy is in principle fair, but the procedure is too slow.<br>- She is in principle open to remote work, but final details are pending.<br>- The plan is in principle approved, subject to budget confirmation.						english_mastery level_4 natural_phrases phrase_cloze
en_phrase_210_in_principle::phrase_production	English Mastery::Natural Phrases	level_4	natural phrases	phrase_production	self_grade	"<span class=""front-instruction"">Produce one natural sentence using the target phrase, then compare for naturalness</span><br>Generally agreed in theory but not necessarily applied yet."	The idea is in principle acceptable, though we still need details		Target phrase: <b>in principle</b><br>Generally agreed in theory but not necessarily applied yet.	Situation -> natural sentence using a formulaic sequence.	- The policy is in principle fair, but the procedure is too slow.<br>- She is in principle open to remote work, but final details are pending.<br>- The plan is in principle approved, subject to budget confirmation.						english_mastery level_4 natural_phrases phrase_production
en_phrase_211_in_full::phrase_cloze	English Mastery::Natural Phrases	level_4	natural phrases	phrase_cloze	type_exact	"<span class=""front-cue""><span class=""front-label"">Meaning cue</span><br>Completely, with nothing missing or unpaid.</span><br><br><span class=""front-instruction"">Complete naturally</span><br>The invoice was paid _____ before production started."	in full	in full	Completely, with nothing missing or unpaid.	Retrieve the full phrase from meaning and sentence context.	- Please read the policy in full before signing.<br>- The refund was issued in full after the cancellation.<br>- She answered the question in full, including the legal details.						english_mastery level_4 natural_phrases phrase_cloze
en_phrase_211_in_full::phrase_production	English Mastery::Natural Phrases	level_4	natural phrases	phrase_production	self_grade	"<span class=""front-instruction"">Produce one natural sentence using the target phrase, then compare for naturalness</span><br>Completely, with nothing missing or unpaid."	The invoice was paid in full before production started		Target phrase: <b>in full</b><br>Completely, with nothing missing or unpaid.	Situation -> natural sentence using a formulaic sequence.	- Please read the policy in full before signing.<br>- The refund was issued in full after the cancellation.<br>- She answered the question in full, including the legal details.						english_mastery level_4 natural_phrases phrase_production
en_phrase_212_in_the_process::phrase_cloze	English Mastery::Natural Phrases	level_4	natural phrases	phrase_cloze	type_exact	"<span class=""front-cue""><span class=""front-label"">Meaning cue</span><br>During or as part of an ongoing sequence of actions.</span><br><br><span class=""front-instruction"">Complete naturally</span><br>He learned the reporting system _____ of shadowing me."	in the process	in the process	During or as part of an ongoing sequence of actions.	Retrieve the full phrase from meaning and sentence context.	- The assistant picked up three new skills in the process of project onboarding.<br>- We found the delay in the process when approvals stacked up.<br>- She became a better presenter in the process of leading the weekly standup.						english_mastery level_4 natural_phrases phrase_cloze
en_phrase_212_in_the_process::phrase_production	English Mastery::Natural Phrases	level_4	natural phrases	phrase_production	self_grade	"<span class=""front-instruction"">Produce one natural sentence using the target phrase, then compare for naturalness</span><br>During or as part of an ongoing sequence of actions."	He learned the reporting system in the process of shadowing me		Target phrase: <b>in the process</b><br>During or as part of an ongoing sequence of actions.	Situation -> natural sentence using a formulaic sequence.	- The assistant picked up three new skills in the process of project onboarding.<br>- We found the delay in the process when approvals stacked up.<br>- She became a better presenter in the process of leading the weekly standup.						english_mastery level_4 natural_phrases phrase_production
en_phrase_213_in_full_swing::phrase_cloze	English Mastery::Natural Phrases	level_4	natural phrases	phrase_cloze	type_exact	"<span class=""front-cue""><span class=""front-label"">Meaning cue</span><br>Operating with full activity or intensity.</span><br><br><span class=""front-instruction"">Complete naturally</span><br>By Friday, the kitchen renovation was _____."	in full swing	in full swing	Operating with full activity or intensity.	Retrieve the full phrase from meaning and sentence context.	- The conference was in full swing by the time we arrived.<br>- Hiring is in full swing now that the budget is approved.<br>- The debate was in full swing before the keynote resumed.						english_mastery level_4 natural_phrases phrase_cloze
en_phrase_213_in_full_swing::phrase_production	English Mastery::Natural Phrases	level_4	natural phrases	phrase_production	self_grade	"<span class=""front-instruction"">Produce one natural sentence using the target phrase, then compare for naturalness</span><br>Operating with full activity or intensity."	By Friday, the kitchen renovation was in full swing		Target phrase: <b>in full swing</b><br>Operating with full activity or intensity.	Situation -> natural sentence using a formulaic sequence.	- The conference was in full swing by the time we arrived.<br>- Hiring is in full swing now that the budget is approved.<br>- The debate was in full swing before the keynote resumed.						english_mastery level_4 natural_phrases phrase_production
en_phrase_214_in_the_first_instance::phrase_cloze	English Mastery::Natural Phrases	level_4	natural phrases	phrase_cloze	type_exact	"<span class=""front-cue""><span class=""front-label"">Meaning cue</span><br>At the initial step, before further actions.</span><br><br><span class=""front-instruction"">Complete naturally</span><br>We should contact the warehouse _____ and escalate only if needed."	in the first instance	in the first instance	At the initial step, before further actions.	Retrieve the full phrase from meaning and sentence context.	- I should mention this in the first instance to avoid confusion later.<br>- The lab called the supplier in the first instance when the samples were delayed.<br>- In the first instance, we assumed the issue was network lag.						english_mastery level_4 natural_phrases phrase_cloze
en_phrase_214_in_the_first_instance::phrase_production	English Mastery::Natural Phrases	level_4	natural phrases	phrase_production	self_grade	"<span class=""front-instruction"">Produce one natural sentence using the target phrase, then compare for naturalness</span><br>At the initial step, before further actions."	We should contact the warehouse in the first instance and escalate only if needed		Target phrase: <b>in the first instance</b><br>At the initial step, before further actions.	Situation -> natural sentence using a formulaic sequence.	- I should mention this in the first instance to avoid confusion later.<br>- The lab called the supplier in the first instance when the samples were delayed.<br>- In the first instance, we assumed the issue was network lag.						english_mastery level_4 natural_phrases phrase_production
en_phrase_215_in_the_course_of::phrase_cloze	English Mastery::Natural Phrases	level_4	natural phrases	phrase_cloze	type_exact	"<span class=""front-cue""><span class=""front-label"">Meaning cue</span><br>During the progress of a process or over a period.</span><br><br><span class=""front-instruction"">Complete naturally</span><br>I noticed the issue _____ a routine audit."	in the course of	in the course of	During the progress of a process or over a period.	Retrieve the full phrase from meaning and sentence context.	- In the course of the workshop, everyone drafted a fallback plan.<br>- We found the data mismatch in the course of monthly reporting.<br>- The team rebuilt the workflow in the course of migrating servers.						english_mastery level_4 natural_phrases phrase_cloze
