selection_version	level	topic	target	spa_id	spa_text	eng_id	eng_text	audio_id	audio_contributor	audio_license	license
7	a1_1_foundations	sentence mining	va	456016	¿Va en hora el vuelo veintitrés?	456015	Is flight 23 on time?				Tatoeba sentence text, CC BY 2.0 FR unless marked otherwise by contributor export.
7	a1_1_foundations	sentence mining	va	345299	Va a llover dentro de poco.	32468	It is going to rain soon.	527380	arh	CC BY-NC-ND 3.0	Tatoeba sentence text, CC BY 2.0 FR unless marked otherwise by contributor export.
7	a1_1_foundations	sentence mining	va	665434	Va a hacer bastante frío.	622101	It is going to be quite cold.	833080	arh	CC BY-NC-ND 3.0	Tatoeba sentence text, CC BY 2.0 FR unless marked otherwise by contributor export.
7	a1_1_foundations	sentence mining	va	581243	Va a llover esta tarde.	240067	It is going to rain this afternoon.				Tatoeba sentence text, CC BY 2.0 FR unless marked otherwise by contributor export.
7	a1_1_foundations	sentence mining	vamos	685487	¿Vamos juntos?	703122	Shall we go together?	502610	arh	CC BY-NC-ND 3.0	Tatoeba sentence text, CC BY 2.0 FR unless marked otherwise by contributor export.
7	a1_1_foundations	sentence mining	vamos	748478	Vamos a casa.	430024	We're going home.				Tatoeba sentence text, CC BY 2.0 FR unless marked otherwise by contributor export.
7	a1_1_foundations	sentence mining	vamos	1069833	Vamos a jugar.	25240	Let's play something.				Tatoeba sentence text, CC BY 2.0 FR unless marked otherwise by contributor export.
7	a1_1_foundations	sentence mining	vamos	347510	Vamos a comer.	268702	Let's go to eat.	438231	arh	CC BY-NC-ND 3.0	Tatoeba sentence text, CC BY 2.0 FR unless marked otherwise by contributor export.
7	a1_1_foundations	sentence mining	vamos	851033	Vamos a tomar el metro.	277075	Let's take the subway.				Tatoeba sentence text, CC BY 2.0 FR unless marked otherwise by contributor export.
7	a1_1_foundations	sentence mining	vamos	456308	Vamos de compras al centro.	456307	Let's go shopping downtown.				Tatoeba sentence text, CC BY 2.0 FR unless marked otherwise by contributor export.
7	a1_1_foundations	sentence mining	vamos	1090768	Vamos de pícnic.	34811	Let's go to the picnic.				Tatoeba sentence text, CC BY 2.0 FR unless marked otherwise by contributor export.
7	a1_1_foundations	sentence mining	hoy	540294	Hoy es domingo.	63119	Today is Sunday.	441999	arh	CC BY-NC-ND 3.0	Tatoeba sentence text, CC BY 2.0 FR unless marked otherwise by contributor export.
7	a1_1_foundations	sentence mining	hoy	345513	Hoy hace calor.	242881	It's hot today.	440913	arh	CC BY-NC-ND 3.0	Tatoeba sentence text, CC BY 2.0 FR unless marked otherwise by contributor export.
7	a1_1_foundations	sentence mining	hoy	571877	Hoy hace sol.	2035759	It's sunny today.	442556	arh	CC BY-NC-ND 3.0	Tatoeba sentence text, CC BY 2.0 FR unless marked otherwise by contributor export.
7	a1_1_foundations	sentence mining	hoy	346619	Hoy es lunes.	242836	It is Monday today.	441994	arh	CC BY-NC-ND 3.0	Tatoeba sentence text, CC BY 2.0 FR unless marked otherwise by contributor export.
7	a1_1_foundations	sentence mining	hoy	531226	Hoy estoy ocupado.	242977	I am busy today.	39030	arh	CC BY-NC-ND 3.0	Tatoeba sentence text, CC BY 2.0 FR unless marked otherwise by contributor export.
7	a1_1_foundations	sentence mining	hoy	562160	Hoy hace viento.	242970	It is windy today.	505448	arh	CC BY-NC-ND 3.0	Tatoeba sentence text, CC BY 2.0 FR unless marked otherwise by contributor export.
7	a1_1_foundations	sentence mining	hoy	549507	Hoy pareces feliz.	16127	You look happy today.	39424	arh	CC BY-NC-ND 3.0	Tatoeba sentence text, CC BY 2.0 FR unless marked otherwise by contributor export.
7	a1_1_foundations	sentence mining	mañana	451698	Mañana es Navidad.	323245	Tomorrow is Christmas Day.	34800	marcelostockle	CC BY-NC 4.0	Tatoeba sentence text, CC BY 2.0 FR unless marked otherwise by contributor export.
7	a1_1_foundations	sentence mining	mañana	567764	Mañana es mi cumpleaños.	71844	Tomorrow is my birthday.				Tatoeba sentence text, CC BY 2.0 FR unless marked otherwise by contributor export.
7	a1_1_foundations	sentence mining	mañana	464279	Mañana es día de fiesta.	323278	Tomorrow is a holiday.				Tatoeba sentence text, CC BY 2.0 FR unless marked otherwise by contributor export.
7	a1_1_foundations	sentence mining	mañana	484464	Mañana tengo un examen.	484667	I have an exam tomorrow.				Tatoeba sentence text, CC BY 2.0 FR unless marked otherwise by contributor export.
7	a1_1_foundations	sentence mining	mañana	356814	Mañana no hay escuela.	249421	We have no school tomorrow.	526686	arh	CC BY-NC-ND 3.0	Tatoeba sentence text, CC BY 2.0 FR unless marked otherwise by contributor export.
7	a1_1_foundations	sentence mining	mañana	587335	Mañana voy a ir a comprar.	323311	Tomorrow I am going shopping.	641760	arh	CC BY-NC-ND 3.0	Tatoeba sentence text, CC BY 2.0 FR unless marked otherwise by contributor export.
7	a1_1_foundations	sentence mining	mañana	570960	Mañana es el día de la madre.	323315	Tomorrow is Mother's Day.	537902	arh	CC BY-NC-ND 3.0	Tatoeba sentence text, CC BY 2.0 FR unless marked otherwise by contributor export.
7	a1_1_foundations	sentence mining	ahora	439829	Ahora recuerdo.	72076	Now I remember.	440737	arh	CC BY-NC-ND 3.0	Tatoeba sentence text, CC BY 2.0 FR unless marked otherwise by contributor export.
7	a1_1_foundations	sentence mining	ahora	531393	Ahora estoy libre.	257494	I'm free now.	39034	arh	CC BY-NC-ND 3.0	Tatoeba sentence text, CC BY 2.0 FR unless marked otherwise by contributor export.
7	a1_1_foundations	sentence mining	ahora	401080	Ahora estoy ocupado.	241566	I'm busy now.				Tatoeba sentence text, CC BY 2.0 FR unless marked otherwise by contributor export.
7	a1_1_foundations	sentence mining	ahora	401081	Ahora estoy ocupada.	1880037	I am busy now.				Tatoeba sentence text, CC BY 2.0 FR unless marked otherwise by contributor export.
7	a1_1_foundations	sentence mining	ahora	473467	¿Ahora tienes hambre?	241595	Are you hungry now?	35738	marcelostockle	CC BY-NC 4.0	Tatoeba sentence text, CC BY 2.0 FR unless marked otherwise by contributor export.
7	a1_1_foundations	sentence mining	ahora	531681	Ahora están corriendo.	306570	They are running now.	39043	arh	CC BY-NC-ND 3.0	Tatoeba sentence text, CC BY 2.0 FR unless marked otherwise by contributor export.
7	a1_1_foundations	sentence mining	ahora	528315	Ahora es mi turno.	54186	It's now my turn.	442555	arh	CC BY-NC-ND 3.0	Tatoeba sentence text, CC BY 2.0 FR unless marked otherwise by contributor export.
7	a1_1_foundations	sentence mining	siempre	600904	Siempre se quejan.	662582	They always complain.	453147	arh	CC BY-NC-ND 3.0	Tatoeba sentence text, CC BY 2.0 FR unless marked otherwise by contributor export.
7	a1_1_foundations	sentence mining	siempre	574139	Siempre está bromeando.	289161	He is always joking.	636460	arh	CC BY-NC-ND 3.0	Tatoeba sentence text, CC BY 2.0 FR unless marked otherwise by contributor export.
7	a1_1_foundations	sentence mining	siempre	544089	Siempre estás cantando.	504278	You're always singing.	39339	arh	CC BY-NC-ND 3.0	Tatoeba sentence text, CC BY 2.0 FR unless marked otherwise by contributor export.
7	a1_1_foundations	sentence mining	siempre	473473	Siempre estoy hambriento.	268480	I always feel hungry.	35742	marcelostockle	CC BY-NC 4.0	Tatoeba sentence text, CC BY 2.0 FR unless marked otherwise by contributor export.
7	a1_1_foundations	sentence mining	siempre	537770	Siempre está estudiando.	289211	He is always studying.	39185	arh	CC BY-NC-ND 3.0	Tatoeba sentence text, CC BY 2.0 FR unless marked otherwise by contributor export.
7	a1_1_foundations	sentence mining	siempre	512373	Siempre te estás quejando.	16765	You are always complaining.	524804	arh	CC BY-NC-ND 3.0	Tatoeba sentence text, CC BY 2.0 FR unless marked otherwise by contributor export.
7	a1_1_foundations	sentence mining	siempre	620207	Siempre lo destrozas todo.	620102	You always destroy everything.	645259	arh	CC BY-NC-ND 3.0	Tatoeba sentence text, CC BY 2.0 FR unless marked otherwise by contributor export.
7	a1_1_foundations	sentence mining	nunca	818280	Nunca miento.	818277	I never lie.				Tatoeba sentence text, CC BY 2.0 FR unless marked otherwise by contributor export.
7	a1_1_foundations	sentence mining	nunca	587410	Nunca me rindo.	257174	I never give up.	40370	arh	CC BY-NC-ND 3.0	Tatoeba sentence text, CC BY 2.0 FR unless marked otherwise by contributor export.
7	a1_1_foundations	sentence mining	nunca	478023	Nunca bebe alcohol.	288897	He never drinks alcohol.				Tatoeba sentence text, CC BY 2.0 FR unless marked otherwise by contributor export.
7	a1_1_foundations	sentence mining	nunca	564590	Nunca pierde la esperanza.	430183	He never loses hope.	524837	arh	CC BY-NC-ND 3.0	Tatoeba sentence text, CC BY 2.0 FR unless marked otherwise by contributor export.
7	a1_1_foundations	sentence mining	nunca	589014	Nunca hago la cama.	588278	I never make my bed.	40406	arh	CC BY-NC-ND 3.0	Tatoeba sentence text, CC BY 2.0 FR unless marked otherwise by contributor export.
7	a1_1_foundations	sentence mining	nunca	745715	Nunca voy a ningún lado.	255214	I never go anywhere.	449973	arh	CC BY-NC-ND 3.0	Tatoeba sentence text, CC BY 2.0 FR unless marked otherwise by contributor export.
7	a1_1_foundations	sentence mining	nunca	436908	Nunca recibí el dinero.	436907	I never received the money.				Tatoeba sentence text, CC BY 2.0 FR unless marked otherwise by contributor export.
7	a1_2_core_sentences	sentence mining	me gusta	505823	Me gusta dormir.	268896	I like sleeping.	38392	arh	CC BY-NC-ND 3.0	Tatoeba sentence text, CC BY 2.0 FR unless marked otherwise by contributor export.
7	a1_2_core_sentences	sentence mining	me gusta	180701	Me gusta viajar.	262205	I like traveling.	442545	arh	CC BY-NC-ND 3.0	Tatoeba sentence text, CC BY 2.0 FR unless marked otherwise by contributor export.
7	a1_2_core_sentences	sentence mining	me gusta	613092	Me gusta el té.	253293	I like tea.	438255	arh	CC BY-NC-ND 3.0	Tatoeba sentence text, CC BY 2.0 FR unless marked otherwise by contributor export.
7	a1_2_core_sentences	sentence mining	me gusta	380209	Me gusta el rock.	255939	I love rock.	438238	arh	CC BY-NC-ND 3.0	Tatoeba sentence text, CC BY 2.0 FR unless marked otherwise by contributor export.
7	a1_2_core_sentences	sentence mining	me gusta	536648	Me gusta el jazz.	321631	I like jazz.	39168	arh	CC BY-NC-ND 3.0	Tatoeba sentence text, CC BY 2.0 FR unless marked otherwise by contributor export.
7	a1_2_core_sentences	sentence mining	me gusta	436762	Me gusta este.	436761	I like this one.				Tatoeba sentence text, CC BY 2.0 FR unless marked otherwise by contributor export.
7	a1_2_core_sentences	sentence mining	me gusta	536567	Me gusta nadar.	256172	I like to swim.	440739	arh	CC BY-NC-ND 3.0	Tatoeba sentence text, CC BY 2.0 FR unless marked otherwise by contributor export.
7	a1_2_core_sentences	sentence mining	me gusta	495136	Me gusta pasear.	406034	I like to walk.				Tatoeba sentence text, CC BY 2.0 FR unless marked otherwise by contributor export.
7	a1_2_core_sentences	sentence mining	me gusta	532517	Me gusta cantar.	256531	I like to sing.	440738	arh	CC BY-NC-ND 3.0	Tatoeba sentence text, CC BY 2.0 FR unless marked otherwise by contributor export.
7	a1_2_core_sentences	sentence mining	me gustan	594617	Me gustan.	2747576	I like them.	40523	arh	CC BY-NC-ND 3.0	Tatoeba sentence text, CC BY 2.0 FR unless marked otherwise by contributor export.
7	a1_2_core_sentences	sentence mining	me gustan	573404	Me gustan ambos.	255228	I like both.				Tatoeba sentence text, CC BY 2.0 FR unless marked otherwise by contributor export.
7	a1_2_core_sentences	sentence mining	me gustan	582287	Me gustan los gatos.	354379	I like cats.				Tatoeba sentence text, CC BY 2.0 FR unless marked otherwise by contributor export.
7	a1_2_core_sentences	sentence mining	me gustan	867693	Me gustan todos.	1369180	I like them all.	46126	arh	CC BY-NC-ND 3.0	Tatoeba sentence text, CC BY 2.0 FR unless marked otherwise by contributor export.
7	a1_2_core_sentences	sentence mining	me gustan	558715	Me gustan los perros.	252245	I like dogs.	39596	arh	CC BY-NC-ND 3.0	Tatoeba sentence text, CC BY 2.0 FR unless marked otherwise by contributor export.
7	a1_2_core_sentences	sentence mining	me gustan	1325708	Me gustan los hombres.	1325699	I like men.				Tatoeba sentence text, CC BY 2.0 FR unless marked otherwise by contributor export.
7	a1_2_core_sentences	sentence mining	me gustan	945732	Me gustan los dulces.	1229021	I like sweets.	438055	arh	CC BY-NC-ND 3.0	Tatoeba sentence text, CC BY 2.0 FR unless marked otherwise by contributor export.
7	a1_2_core_sentences	sentence mining	me gustan	1202080	Me gustan las hormigas.	1202076	I like ants.				Tatoeba sentence text, CC BY 2.0 FR unless marked otherwise by contributor export.
7	a1_2_core_sentences	sentence mining	me gustan	1817990	Me gustan las liebres.	1817980	I like hares.				Tatoeba sentence text, CC BY 2.0 FR unless marked otherwise by contributor export.
7	a1_2_core_sentences	sentence mining	te gusta	451717	¿Te gusta?	21272	Are you enjoying it?	34804	marcelostockle	CC BY-NC 4.0	Tatoeba sentence text, CC BY 2.0 FR unless marked otherwise by contributor export.
7	a1_2_core_sentences	sentence mining	te gusta	1355703	¿Te gusta eso?	371585	Do you like that?	509966	arh	CC BY-NC-ND 3.0	Tatoeba sentence text, CC BY 2.0 FR unless marked otherwise by contributor export.
7	a1_2_core_sentences	sentence mining	te gusta	1045048	¿Te gusta China?	1020310	Do you like China?				Tatoeba sentence text, CC BY 2.0 FR unless marked otherwise by contributor export.
7	a1_2_core_sentences	sentence mining	te gusta	1008580	¿Te gusta Moscú?	1008581	Do you like Moscow?				Tatoeba sentence text, CC BY 2.0 FR unless marked otherwise by contributor export.
7	a1_2_core_sentences	sentence mining	te gusta	569584	¿Te gusta cantar?	23929	Do you like singing?				Tatoeba sentence text, CC BY 2.0 FR unless marked otherwise by contributor export.
7	a1_2_core_sentences	sentence mining	te gusta	1239407	¿Te gusta cocinar?	953202	Do you like cooking?	450258	arh	CC BY-NC-ND 3.0	Tatoeba sentence text, CC BY 2.0 FR unless marked otherwise by contributor export.
7	a1_2_core_sentences	sentence mining	te gusta	1239408	¿Te gusta surfear?	953203	Do you like surfing?				Tatoeba sentence text, CC BY 2.0 FR unless marked otherwise by contributor export.
7	a1_2_core_sentences	sentence mining	te gusta	1242953	¿Te gusta el té?	1098230	Do you like tea?	441346	arh	CC BY-NC-ND 3.0	Tatoeba sentence text, CC BY 2.0 FR unless marked otherwise by contributor export.
7	a1_2_core_sentences	sentence mining	te gusta	1172680	¿Te gusta el rap?	2310	Do you like rap?	441338	arh	CC BY-NC-ND 3.0	Tatoeba sentence text, CC BY 2.0 FR unless marked otherwise by contributor export.
7	a1_2_core_sentences	sentence mining	le gusta	740578	Le gusta Disney.	288037	He likes Disney.	933842	arh	CC BY-NC-ND 3.0	Tatoeba sentence text, CC BY 2.0 FR unless marked otherwise by contributor export.
7	a1_2_core_sentences	sentence mining	le gusta	795381	Le gusta pescar.	539017	He likes fishing.	442395	arh	CC BY-NC-ND 3.0	Tatoeba sentence text, CC BY 2.0 FR unless marked otherwise by contributor export.
7	a1_2_core_sentences	sentence mining	le gusta	631053	Le gusta correr.	630421	He likes to run.	441486	arh	CC BY-NC-ND 3.0	Tatoeba sentence text, CC BY 2.0 FR unless marked otherwise by contributor export.
7	a1_2_core_sentences	sentence mining	le gusta	660070	Le gusta pasear.	297002	He likes a walk.				Tatoeba sentence text, CC BY 2.0 FR unless marked otherwise by contributor export.
7	a1_2_core_sentences	sentence mining	le gusta	730019	Le gusta nadar.	434964	He likes to swim.	442389	arh	CC BY-NC-ND 3.0	Tatoeba sentence text, CC BY 2.0 FR unless marked otherwise by contributor export.
7	a1_2_core_sentences	sentence mining	le gusta	691104	Le gusta andar sola.	453905	She likes to walk alone.	639244	arh	CC BY-NC-ND 3.0	Tatoeba sentence text, CC BY 2.0 FR unless marked otherwise by contributor export.
7	a1_2_core_sentences	sentence mining	le gusta	434609	¿Le gusta la chaqueta?	434608	Do you like the jacket?				Tatoeba sentence text, CC BY 2.0 FR unless marked otherwise by contributor export.
7	a1_2_core_sentences	sentence mining	le gusta	820169	¿Le gusta este jardín?	703265	Do you like this garden?				Tatoeba sentence text, CC BY 2.0 FR unless marked otherwise by contributor export.
7	a1_2_core_sentences	sentence mining	le gusta	832088	Le gusta la comida italiana.	287970	He likes Italian food.				Tatoeba sentence text, CC BY 2.0 FR unless marked otherwise by contributor export.
7	a1_2_core_sentences	sentence mining	voy a	699004	Voy a salir.	5838377	I'm going out.				Tatoeba sentence text, CC BY 2.0 FR unless marked otherwise by contributor export.
7	a1_2_core_sentences	sentence mining	voy a	378542	Voy a ir.	1312	I'm going to go.	440388	arh	CC BY-NC-ND 3.0	Tatoeba sentence text, CC BY 2.0 FR unless marked otherwise by contributor export.
7	a1_2_core_sentences	sentence mining	voy a	506149	Voy a empezar.	258561	I'm going to start.	449862	arh	CC BY-NC-ND 3.0	Tatoeba sentence text, CC BY 2.0 FR unless marked otherwise by contributor export.
7	a1_2_core_sentences	sentence mining	voy a	496844	Voy a estudiar.	261650	I am going to study.	37962	marcelostockle	CC BY-NC 4.0	Tatoeba sentence text, CC BY 2.0 FR unless marked otherwise by contributor export.
7	a1_2_core_sentences	sentence mining	voy a	436354	Voy a vestirme.	436353	I am going to get dressed.				Tatoeba sentence text, CC BY 2.0 FR unless marked otherwise by contributor export.
7	a1_2_core_sentences	sentence mining	voy a	561860	Voy a jugar al tenis.	255099	I am going to play tennis.	639165	arh	CC BY-NC-ND 3.0	Tatoeba sentence text, CC BY 2.0 FR unless marked otherwise by contributor export.
7	a1_2_core_sentences	sentence mining	voy a	455896	Voy a dejar el colegio.	455895	I'm going to leave school.				Tatoeba sentence text, CC BY 2.0 FR unless marked otherwise by contributor export.
7	a1_2_core_sentences	sentence mining	voy a	872676	Voy a llamar por teléfono.	279325	I'll make a phone call.				Tatoeba sentence text, CC BY 2.0 FR unless marked otherwise by contributor export.
7	a1_2_core_sentences	sentence mining	voy a	436452	Voy a visitar a mis amigas.	436451	I am visiting my friends.				Tatoeba sentence text, CC BY 2.0 FR unless marked otherwise by contributor export.
7	a1_2_core_sentences	sentence mining	vas a	1021883	Vas a sentirte mejor.	325877	You'll feel better.	50959	arh	CC BY-NC-ND 3.0	Tatoeba sentence text, CC BY 2.0 FR unless marked otherwise by contributor export.
7	a1_2_core_sentences	sentence mining	vas a	1279269	¿Vas a viajar solo?	69685	Will you travel alone?	458615	arh	CC BY-NC-ND 3.0	Tatoeba sentence text, CC BY 2.0 FR unless marked otherwise by contributor export.
7	a1_2_core_sentences	sentence mining	vas a	449723	¿Vas a cantar?	69542	Are you going to sing?	34656	marcelostockle	CC BY-NC 4.0	Tatoeba sentence text, CC BY 2.0 FR unless marked otherwise by contributor export.
7	a1_2_core_sentences	sentence mining	vas a	1001450	Vas a volverme loco.	69507	You will drive me mad.	721061	arh	CC BY-NC-ND 3.0	Tatoeba sentence text, CC BY 2.0 FR unless marked otherwise by contributor export.
7	a1_2_core_sentences	sentence mining	vas a	972488	¿Vas a parar de hablar?	326571	Will you stop talking?	458589	arh	CC BY-NC-ND 3.0	Tatoeba sentence text, CC BY 2.0 FR unless marked otherwise by contributor export.
7	a1_2_core_sentences	sentence mining	vas a	739415	¿Vas a salir mañana?	386760	Are you going out tomorrow?	1187181	arh	CC BY-NC-ND 3.0	Tatoeba sentence text, CC BY 2.0 FR unless marked otherwise by contributor export.
7	a1_2_core_sentences	sentence mining	vas a	845840	Vas a perder el tren.	43450	You will miss the train.	458582	arh	CC BY-NC-ND 3.0	Tatoeba sentence text, CC BY 2.0 FR unless marked otherwise by contributor export.
7	a1_2_core_sentences	sentence mining	vas a	1233187	¿Vas a estar bien?	953102	Are you going to be OK?	458606	arh	CC BY-NC-ND 3.0	Tatoeba sentence text, CC BY 2.0 FR unless marked otherwise by contributor export.
7	a1_2_core_sentences	sentence mining	vas a	1200964	¿Vas a aprender inglés?	267166	Are you going to learn English?				Tatoeba sentence text, CC BY 2.0 FR unless marked otherwise by contributor export.
7	a1_2_core_sentences	sentence mining	va a	1069648	Va a nevar hoy.	593253	It'll snow today.	442587	arh	CC BY-NC-ND 3.0	Tatoeba sentence text, CC BY 2.0 FR unless marked otherwise by contributor export.
7	a1_2_core_sentences	sentence mining	va a	687835	¿Va a tomar pan?	687834	Would you like bread?				Tatoeba sentence text, CC BY 2.0 FR unless marked otherwise by contributor export.
7	a1_2_core_sentences	sentence mining	va a	723311	Va a nevar.	241715	It is going to snow.				Tatoeba sentence text, CC BY 2.0 FR unless marked otherwise by contributor export.
7	a1_2_core_sentences	sentence mining	va a	637023	Va a llover.	26895	It is going to rain.	449928	arh	CC BY-NC-ND 3.0	Tatoeba sentence text, CC BY 2.0 FR unless marked otherwise by contributor export.
7	a1_2_core_sentences	sentence mining	va a	1090755	¿Va a doler mucho?	63598	Will it hurt a lot?	59298	arh	CC BY-NC-ND 3.0	Tatoeba sentence text, CC BY 2.0 FR unless marked otherwise by contributor export.
7	a1_2_core_sentences	sentence mining	va a	1020898	Va a volver pronto.	290244	He will come back soon.				Tatoeba sentence text, CC BY 2.0 FR unless marked otherwise by contributor export.
7	a1_2_core_sentences	sentence mining	va a	345299	Va a llover dentro de poco.	32468	It is going to rain soon.	527380	arh	CC BY-NC-ND 3.0	Tatoeba sentence text, CC BY 2.0 FR unless marked otherwise by contributor export.
7	a1_2_core_sentences	sentence mining	va a	665434	Va a hacer bastante frío.	622101	It is going to be quite cold.	833080	arh	CC BY-NC-ND 3.0	Tatoeba sentence text, CC BY 2.0 FR unless marked otherwise by contributor export.
7	a1_2_core_sentences	sentence mining	va a	581243	Va a llover esta tarde.	240067	It is going to rain this afternoon.				Tatoeba sentence text, CC BY 2.0 FR unless marked otherwise by contributor export.
7	a1_2_core_sentences	sentence mining	tengo que	746446	Tengo que salir.	256630	I must go out.				Tatoeba sentence text, CC BY 2.0 FR unless marked otherwise by contributor export.
7	a1_2_core_sentences	sentence mining	tengo que	573400	Tengo que estudiar.	261647	I have to study.				Tatoeba sentence text, CC BY 2.0 FR unless marked otherwise by contributor export.
7	a1_2_core_sentences	sentence mining	tengo que	455705	Tengo que afeitarme.	454743	I need to shave.	35119	marcelostockle	CC BY-NC 4.0	Tatoeba sentence text, CC BY 2.0 FR unless marked otherwise by contributor export.
7	a1_2_core_sentences	sentence mining	tengo que	668418	Tengo que comprar uno.	73098	I must buy one.	42390	arh	CC BY-NC-ND 3.0	Tatoeba sentence text, CC BY 2.0 FR unless marked otherwise by contributor export.
7	a1_2_core_sentences	sentence mining	tengo que	456400	¿Tengo que abrir todo?	456399	Must I open everything?				Tatoeba sentence text, CC BY 2.0 FR unless marked otherwise by contributor export.
7	a1_2_core_sentences	sentence mining	tengo que	570268	Tengo que pintarlo.	441953	I have to paint it.	39892	arh	CC BY-NC-ND 3.0	Tatoeba sentence text, CC BY 2.0 FR unless marked otherwise by contributor export.
7	a1_2_core_sentences	sentence mining	tengo que	434505	¿Tengo que cambiar?	434504	Do I have to change?				Tatoeba sentence text, CC BY 2.0 FR unless marked otherwise by contributor export.
7	a1_2_core_sentences	sentence mining	tengo que	622335	Tengo que encontrarlo.	252187	I have to find it.				Tatoeba sentence text, CC BY 2.0 FR unless marked otherwise by contributor export.
7	a1_2_core_sentences	sentence mining	tengo que	456402	¿Tengo que guardar cama?	456401	Must I stay in bed?				Tatoeba sentence text, CC BY 2.0 FR unless marked otherwise by contributor export.
7	a1_2_core_sentences	sentence mining	tienes que	512344	Tienes que irte.	407094	You must leave.	441320	arh	CC BY-NC-ND 3.0	Tatoeba sentence text, CC BY 2.0 FR unless marked otherwise by contributor export.
7	a1_2_core_sentences	sentence mining	tienes que	454134	Tienes que ir.	16159	You have to go.				Tatoeba sentence text, CC BY 2.0 FR unless marked otherwise by contributor export.
7	a1_2_core_sentences	sentence mining	tienes que	633466	Tienes que perdonarme.	38489	You must forgive me.				Tatoeba sentence text, CC BY 2.0 FR unless marked otherwise by contributor export.
7	a1_2_core_sentences	sentence mining	tienes que	512343	Tienes que controlarte.	16061	You must control yourself.	38565	arh	CC BY-NC-ND 3.0	Tatoeba sentence text, CC BY 2.0 FR unless marked otherwise by contributor export.
7	a1_2_core_sentences	sentence mining	tienes que	563721	Tienes que darte prisa.	69497	You must hurry up.	449891	arh	CC BY-NC-ND 3.0	Tatoeba sentence text, CC BY 2.0 FR unless marked otherwise by contributor export.
7	a1_2_core_sentences	sentence mining	tienes que	473499	Tienes que trabajar más.	2448	You must work more.	35750	marcelostockle	CC BY-NC 4.0	Tatoeba sentence text, CC BY 2.0 FR unless marked otherwise by contributor export.
7	a1_2_core_sentences	sentence mining	tienes que	758087	Tienes que estudiar más.	16352	You must study more.	453206	arh	CC BY-NC-ND 3.0	Tatoeba sentence text, CC BY 2.0 FR unless marked otherwise by contributor export.
7	a1_2_core_sentences	sentence mining	tienes que	624281	Tienes que empezar inmediatamente.	662678	You must start immediately.				Tatoeba sentence text, CC BY 2.0 FR unless marked otherwise by contributor export.
7	a1_2_core_sentences	sentence mining	tienes que	343507	Tienes que estudiar con ganas.	15864	You must study hard.	453062	arh	CC BY-NC-ND 3.0	Tatoeba sentence text, CC BY 2.0 FR unless marked otherwise by contributor export.
7	a1_2_core_sentences	sentence mining	porque	901960	Lo hago porque quiero.	388616	I do it because I want to.	47757	arh	CC BY-NC-ND 3.0	Tatoeba sentence text, CC BY 2.0 FR unless marked otherwise by contributor export.
7	a1_2_core_sentences	sentence mining	porque	491402	Me gusta Tom porque es honesto.	491398	I like Tom because he's honest.				Tatoeba sentence text, CC BY 2.0 FR unless marked otherwise by contributor export.
7	a1_2_core_sentences	sentence mining	porque	1192274	Esto es porque los humanos son mamíferos.	328956	That is because human beings are mammals.				Tatoeba sentence text, CC BY 2.0 FR unless marked otherwise by contributor export.
7	a1_2_core_sentences	sentence mining	porque	964639	Cogí un taxi porque llovía.	1495324	I took a taxi, because it was raining.	705866	arh	CC BY-NC-ND 3.0	Tatoeba sentence text, CC BY 2.0 FR unless marked otherwise by contributor export.
7	a1_2_core_sentences	sentence mining	porque	455950	Bebo agua porque tengo sed.	455949	I'm drinking water because I'm thirsty.				Tatoeba sentence text, CC BY 2.0 FR unless marked otherwise by contributor export.
7	a1_2_core_sentences	sentence mining	porque	1099197	Estoy cansado porque trabajé demasiado.	1876639	I'm tired because I worked too much.				Tatoeba sentence text, CC BY 2.0 FR unless marked otherwise by contributor export.
7	a1_2_core_sentences	sentence mining	porque	656067	Apaga la tele, porque es tarde.	31197	As it is late, turn off the TV.	937461	arh	CC BY-NC-ND 3.0	Tatoeba sentence text, CC BY 2.0 FR unless marked otherwise by contributor export.
7	a1_2_core_sentences	sentence mining	porque	434953	No está aquí porque está enfermo.	434952	He isn't here because he's ill.				Tatoeba sentence text, CC BY 2.0 FR unless marked otherwise by contributor export.
7	a1_2_core_sentences	sentence mining	porque	1136482	Lo hice porque no tuve elección.	1334619	I did it because I had no choice.				Tatoeba sentence text, CC BY 2.0 FR unless marked otherwise by contributor export.
7	a1_2_core_sentences	sentence mining	pero	457506	¿Pero por qué?	457594	But why?	35230	marcelostockle	CC BY-NC 4.0	Tatoeba sentence text, CC BY 2.0 FR unless marked otherwise by contributor export.
7	a1_2_core_sentences	sentence mining	pero	592373	Pero él era afortunado.	53516	But he was lucky.	707535	arh	CC BY-NC-ND 3.0	Tatoeba sentence text, CC BY 2.0 FR unless marked otherwise by contributor export.
7	a1_2_core_sentences	sentence mining	pero	447045	Pero yo quiero un automóvil.	53613	But I want a car.	735443	arh	CC BY-NC-ND 3.0	Tatoeba sentence text, CC BY 2.0 FR unless marked otherwise by contributor export.
7	a1_2_core_sentences	sentence mining	pero	2645	Pero la posibilidad es improbable.	1440	But the possibility seems unlikely.	733065	arh	CC BY-NC-ND 3.0	Tatoeba sentence text, CC BY 2.0 FR unless marked otherwise by contributor export.
