SourceID	Level	Phrase	Front	Meaning	Examples	Tags
en_phrase_129_at_the_same_time	3	at the same time	At the same time, she kept the meeting focused and encouraged everyone to speak.	Used to show two things happen together.	The app is easy to use at the same time as it remains secure. | The design looks modern, and at the same time, it is affordable. | She wanted speed and, at the same time, refused to skip testing.	level_3;natural;phrase
en_phrase_130_on_the_other_hand	3	on the other hand	On the other hand, that route saves money but takes longer.	Used to present a contrasting point.	The upgrade is expensive; on the other hand, it may reduce maintenance for years. | The cafe is small, but on the other hand, the atmosphere is excellent. | The cheaper hotel is farther away; on the other hand, breakfast is included.	level_3;natural;phrase
en_phrase_131_as_a_result	3	as a result	As a result of the delay, the launch date moved to Friday.	Used to show a consequence of a previous cause.	She forgot the charger, and as a result, she missed the first online class. | The leak was fixed early, and as a result, data loss stopped. | The form was incomplete; as a result, approval took another week.	level_3;natural;phrase
en_phrase_132_in_addition	3	in addition	In addition, we added a backup key to the account setup.	Used to add extra information.	The contract includes training. In addition, support is available 24/7. | She bought two books, and in addition, she ordered a desk lamp. | In addition, every invoice must include a project code.	level_3;natural;phrase
en_phrase_133_on_the_contrary	3	on the contrary	On the contrary, the low bid did not include any hidden fees.	Used to introduce the opposite of a previous idea.	The room looked quiet; on the contrary, it was packed with volunteers. | Some think the project is slow, on the contrary, the code quality has improved. | The tool is not slower; on the contrary, it cuts loading time in half.	level_3;natural;phrase
en_phrase_134_in_contrast	3	in contrast	In contrast, older models were slower but more durable.	Used to show a clear difference between two things.	City traffic is heavy; in contrast, the suburban roads were empty. | The first draft was vague, and in contrast, the revision is very specific. | In contrast, the second group improved after only two lessons.	level_3;natural;phrase
en_phrase_135_in_the_first_place	3	in the first place	In the first place, the team should confirm the timezone.	Used to emphasize the original reason or starting point.	I asked for the raw file in the first place, then I requested the summary. | The policy was unrealistic in the first place, so we redesigned it. | Why was the temporary file shared in the first place?	level_3;natural;phrase
en_phrase_136_in_the_long_run	3	in the long run	In the long run, this library will cut support costs.	Used to describe long-term outcomes.	The startup invested in documentation; in the long run it reduced onboarding time. | The patient improved slowly, and in the long run the treatment worked well. | In the long run, clear documentation saves more time than quick fixes.	level_3;natural;phrase
en_phrase_137_in_the_short_term	3	in the short term	In the short term, we will keep one support agent on call.	Used to describe near-future or temporary effects.	The company cut overtime this quarter, and in the short term output dipped. | She accepted a temporary role in the short term to cover a leave. | In the short term, the manual workaround is acceptable.	level_3;natural;phrase
en_phrase_138_at_the_end_of_the_day	3	at the end of the day	At the end of the day, reputation mattered more than features.	Used to return to the main conclusion.	The speakers praised many options, but at the end of the day, reliability won. | At the end of the day, the team agreed to keep the manual review step. | At the end of the day, the customer needs a working product.	level_3;natural;phrase
en_phrase_139_in_broad_terms	3	in broad terms	In broad terms, the strategy was to reduce waste and add clarity.	Used to state a general idea without fine detail.	In broad terms, remote work changed how the team communicates. | The law affects many sectors, in broad terms mostly food and healthcare. | In broad terms, the policy rewards speed but punishes risk-taking.	level_3;natural;phrase
en_phrase_140_in_practical_terms	3	in practical terms	In practical terms, the app needs an offline fallback.	Used to translate an idea into concrete, real-world effect.	In practical terms, that means fewer clicks for each report. | The theory sounds fine, but in practical terms the team needed stronger training. | In practical terms, the change means fewer evening shifts.	level_3;natural;phrase
en_phrase_141_in_detail	3	in detail	In detail, the audit documented every network path change.	Used to describe something fully and specifically.	She explained the model in detail so the committee could approve it. | The manual walks through the process in detail, step by step. | The appendix explains the calculation in detail.	level_3;natural;phrase
en_phrase_142_for_the_time_being	3	for the time being	For the time being, the hallway will be open only on weekdays.	Used to refer to a temporary arrangement.	The event is paused; for the time being, registration is manual. | They will lease the studio for the time being while they look for a permanent space. | For the time being, keep using the old login page.	level_3;natural;phrase
en_phrase_143_at_first_glance	3	at first glance	At first glance, the report looked complete.	Used to refer to an initial, quick impression.	At first glance the painting looked modern, but it was a classic replica. | The bug looked minor at first glance; deeper tests found three causes. | At first glance, the proposal looked expensive but realistic.	level_3;natural;phrase
en_phrase_144_as_far_as	3	as far as	As far as the map shows, the route is two hours longer.	Used to indicate extent or limit of knowledge.	As far as our tests show, the fix is stable. | As far as our team can tell, the outage was caused by power loss. | As far as I know, no one has approved the final design.	level_3;natural;phrase
en_phrase_145_as_long_as	3	as long as	As long as you confirm the code, the build will start automatically.	Used to state a condition for another action.	You can stay as long as you finish this task first. | As long as we have power backup, the server will remain online. | You can borrow the laptop as long as you return it tonight.	level_3;natural;phrase
en_phrase_146_as_much_as	3	as much as	She helped as much as she could before leaving for the night.	Used to compare amount, degree, or intensity.	He values speed as much as reliability in tools. | I can stay as much as you need, especially during the launch week. | As much as I like the idea, we cannot afford it this month.	level_3;natural;phrase
en_phrase_147_as_well_as	3	as well as	As well as the core package, the plugin handles exports.	Used to add one item in addition to another.	The room has heating as well as central cooling. | She speaks Spanish as well as French for international clients. | The course covers pronunciation as well as grammar.	level_3;natural;phrase
en_phrase_148_as_soon_as_possible	3	as soon as possible	As soon as possible, send the invoice to the finance team.	Used to request action at the earliest feasible time.	The technician should arrive as soon as possible after the outage. | Send the replacement part as soon as possible, but only after powering down. | Please send the signed copy as soon as possible.	level_3;natural;phrase
en_phrase_149_as_often_as	3	as often as	As often as the weather is calm, we hike by the lake.	Used to describe frequency of repeated events.	She calls her mother as often as she can. | We review the design as often as every Friday before release. | Check the dashboard as often as the data changes.	level_3;natural;phrase
en_phrase_150_at_any_rate	3	at any rate	At any rate, we still have a backup plan in case the train is late.	Used to state a fallback minimum or fallback perspective.	I don't know the full budget, but at any rate the proposal is within range. | At any rate, the team approved the safer option. | At any rate, we should keep a backup copy.	level_3;natural;phrase
en_phrase_151_at_least	3	at least	At least, we confirmed the date before posting the invite.	Used to note the minimum amount, limit, or expectation.	At least three sensors are required for this model. | The room is on the second floor, at least according to the building map. | At least one reviewer should check the final version.	level_3;natural;phrase
en_phrase_152_at_least_once	3	at least once	Try the espresso at least once before comparing the blends.	Used to indicate that something should happen a minimum single time.	I have watched that documentary at least once, and it still changes my perspective. | The team should review the checklist at least once after every shift. | Every new hire should shadow support at least once.	level_3;natural;phrase
en_phrase_153_at_your_convenience	3	at your convenience	At your convenience, please upload the signed agreement.	Used to say someone may do something when they have time.	She sent the photos at your convenience and later asked if she should post them. | At your convenience, we can reschedule the interview. | At your convenience, send me the revised travel dates.	level_3;natural;phrase
en_phrase_154_by_the_way	3	by the way	By the way, the keynote starts at 4 p.m., not 3.	Used to add a side note or related point.	The package shipped today; by the way, it includes the charger too. | He asked about shipping. By the way, did you check the serial number? | By the way, the Spanish deck update finished successfully.	level_3;natural;phrase
en_phrase_155_by_then	3	by then	By then, the committee will have reviewed all applications.	Used to refer to a specific future point in time.	The office should be repainted by then, and the signs will be updated. | We expect the update to finish by then, so we can demo early next week. | By then, the new cards should already be in Anki.	level_3;natural;phrase
en_phrase_156_by_all_means	3	by all means	By all means, invite the entire lab to the welcome meeting.	Used for enthusiastic permission or strong encouragement.	They were worried about the pitch, and by all means, she pushed for a public trial. | If you are free on Tuesday, by all means take the lead. | If the wording is unclear, by all means rewrite it.	level_3;natural;phrase
en_phrase_157_by_and_large	3	by and large	By and large, customers preferred the faster interface.	Used to give a general overall judgment.	By and large, the program increased engagement across all regions. | The city is expensive, and by and large, tourists still visit in summer. | By and large, the feedback was positive.	level_3;natural;phrase
en_phrase_158_from_now_on	3	from now on	From now on, we will track each shipment with a barcode.	Used to indicate a change starting from the present.	From now on, no invoices are sent without receipts. | The school will lock after 8 p.m. from now on. | From now on, every card needs a stable source ID.	level_3;natural;phrase
en_phrase_159_from_time_to_time	3	from time to time	From time to time, the train skips a stop for maintenance.	Used for occasional or intermittent events.	We host volunteer days from time to time during the winter. | Their server gets audited from time to time to catch hidden risks. | From time to time, older examples need another review.	level_3;natural;phrase
en_phrase_160_from_scratch	3	from scratch	She built the prototype from scratch in three weeks.	Used when creating something with no prior base.	He learned the language from scratch by coding every evening. | We rewrote the website from scratch after the migration failed. | We rebuilt the import script from scratch after the format changed.	level_3;natural;phrase
en_phrase_161_from_the_start	3	from the start	From the start, the team logged every decision in a shared note.	Used to refer to the beginning of a process.	From the start, we told participants there would be no penalties for late questions. | The project was documented from the start, which avoided confusion later. | From the start, the deck was meant for recognition practice.	level_3;natural;phrase
en_phrase_162_from_the_beginning	3	from the beginning	From the beginning, the lesson used real examples and short quizzes.	Used to refer to the starting point of something.	We explained the policy from the beginning, so no one was surprised later. | The book was written from the beginning as a practical guide. | Read the instructions from the beginning before editing the file.	level_3;natural;phrase
en_phrase_163_from_the_outset	3	from the outset	From the outset, she insisted on encrypted backups.	Used to indicate conditions fixed at the earliest stage.	From the outset, the museum planned a family-friendly route. | The campaign team set accessibility goals from the outset. | From the outset, the plan required safe Anki updates.	level_3;natural;phrase
en_phrase_164_for_the_record	3	for the record	For the record, the meeting started at 10:05 with three attendees.	Used to make a statement formally recorded.	For the record, the supplier confirmed delivery before noon. | She asked for silence for the record, then read the announcement. | For the record, the deck now has 360 cards.	level_3;natural;phrase
en_phrase_165_for_practical_reasons	3	for practical reasons	For practical reasons, we kept the meeting in the smaller room.	Used to justify a choice based on real-world practicality.	They moved data to a local cache for practical reasons, not theory. | For practical reasons, we switched vendors before launch. | For practical reasons, we kept the note type simple.	level_3;natural;phrase
en_phrase_166_for_all_intents_and_purposes	3	for all intents and purposes	For all intents and purposes, the pilot is fully operational.	"Equivalent phrase meaning ""practically true in all relevant ways."""	The archive is locked; for all intents and purposes, it is secure. | The bridge is ready for all intents and purposes, though inspectors still finish paperwork. | For all intents and purposes, the preview deck became the real deck.	level_3;natural;phrase
en_phrase_167_for_this_reason	3	for this reason	For this reason, the team moved the backup server out of the office.	Used to introduce a specific reason for what follows.	The storm flooded the lower floor; for this reason, we closed the gallery. | Her visa was delayed, and for this reason the trip was postponed. | For this reason, I checked the import file after rendering.	level_3;natural;phrase
en_phrase_168_for_your_safety	3	for your safety	For your safety, the train doors will close automatically during the station stop.	Used to explain measures taken to protect someone.	Keep your badge visible for your safety in the restricted lab. | We lowered the speed limits for your safety in the parking area. | For your safety, do not enter the lab without goggles.	level_3;natural;phrase
en_phrase_169_to_begin_with	3	to begin with	To begin with, we tested the core workflow and only then added extras.	Used to open an explanation with first point.	To begin with, please read the user guide, then submit feedback. | The chef prepared the sauce to begin with, and only then plated the dish. | To begin with, review the high-frequency phrases.	level_3;natural;phrase
en_phrase_170_to_be_frank	3	to be frank	To be frank, the launch felt rushed and underprepared.	Used to introduce an honest or direct opinion.	To be frank, I did not expect the room to fill up so quickly. | The memo was vague; to be frank, everyone wanted the deadline moved. | To be frank, the first generated examples were too repetitive.	level_3;natural;phrase
en_phrase_171_to_sum_up	3	to sum up	To sum up, the proposal passes if we reduce support costs by ten percent.	Used to summarize a discussion or section.	The data was clear; to sum up, we need a redesign. | To sum up, safety checks and user testing are non-negotiable. | To sum up, the structure is good but examples need review.	level_3;natural;phrase
en_phrase_172_to_make_a_long_story_short	3	to make a long story short	To make a long story short, we lost one supplier and recovered quickly.	Used to give a brief summary after details.	The route was delayed, detoured, and rerouted; to make a long story short, everyone arrived late. | We can explain all the issues later; to make a long story short, the build is stable. | To make a long story short, the update worked.	level_3;natural;phrase
en_phrase_173_to_be_clear	3	to be clear	To be clear, any edits must be approved by design.	Used to state meaning plainly before giving details.	To be clear, I will only commit after review. | The contract says this is optional, and to be clear, no fees are listed. | To be clear, no existing cards were deleted.	level_3;natural;phrase
en_phrase_174_to_tell_the_truth	3	to tell the truth	To tell the truth, the app needed one more round of testing.	Used to signal a candid disclosure.	The plan looked chaotic; to tell the truth, we had missed a major assumption. | She praised the design, and to tell the truth, preferred the simpler layout. | To tell the truth, I prefer fewer but better cards.	level_3;natural;phrase
en_phrase_175_to_say_the_least	3	to say the least	It was inconvenient, to say the least, during the power outage.	Used to indicate minimum characterization, often with understatement.	The ride was delayed, to say the least, by a storm. | The result was disappointing, to say the least, compared with last quarter. | The first draft was uneven, to say the least.	level_3;natural;phrase
en_phrase_176_to_a_large_extent	3	to a large extent	To a large extent, team morale improved after the office redesign.	Used to indicate a strong degree though not complete.	The recommendation is reliable to a large extent, though not perfect. | The delay was due to one issue; to a large extent, it came from the old router. | To a large extent, progress depends on daily reviews.	level_3;natural;phrase
en_phrase_177_to_the_point	3	to the point	She was to the point in every status update.	Used to keep discussion focused and concise.	The manager gave a to the point summary during the five-minute check-in. | His feedback was short and to the point. | Keep your answer short and to the point.	level_3;natural;phrase
en_phrase_178_to_the_contrary	3	to the contrary	To the contrary, every report showed improved engagement.	Used to reject a previous statement and present opposite evidence.	People expected delays; to the contrary, the launch was early. | The software looked risky, yet to the contrary, users reported fewer bugs. | There is no evidence to the contrary in the logs.	level_3;natural;phrase
en_phrase_179_in_terms_of	3	in terms of	In terms of speed, the new model is much better.	Used to define scope or measurement using a specific criterion.	In terms of security, this tool is still untested. | In terms of cost, the option is manageable, but staffing is still a challenge. | In terms of usefulness, examples matter more than definitions.	level_3;natural;phrase
en_phrase_180_in_relation_to	3	in relation to	In relation to budget, we can still add one more week.	Used to compare or connect a topic to another.	The bonus policy, in relation to performance, is straightforward. | In relation to customer feedback, the dashboard changes look successful. | In relation to grammar, phrases often show real usage.	level_3;natural;phrase
en_phrase_181_in_the_bigger_picture	4	in the bigger picture	Step back and look at it in the bigger picture before deciding which feature to ship next.	Used to evaluate a situation by considering all its parts together.	The team reviewed budget, timeline, and risk in the bigger picture before changing scope. | When the store missed its quarterly target, we looked at sales in the bigger picture, not one bad week. | He rejected the shortcut because in the bigger picture it hurt customer trust.	level_4;natural;phrase
en_phrase_182_on_a_regular_basis	4	on a regular basis	She tracks expenses on a regular basis so the team can catch spending spikes early.	Done repeatedly at consistent intervals, not just occasionally.	The clinic sends test results on a regular basis to all patients. | We exercise on a regular basis to avoid burnout during exam week. | The warehouse audits stock on a regular basis before seasonal shipping starts.	level_4;natural;phrase
en_phrase_183_on_the_same_page	4	on the same page	By the time we launched, everyone was on the same page about the release timeline.	Having the same understanding and agreement about the current plan.	The manager made sure legal and engineering were on the same page before publishing the announcement. | After a few clarifying calls, we all got on the same page about who handled customer support. | The family ended their debate once they were on the same page about the budget.	level_4;natural;phrase
en_phrase_184_in_a_nutshell	4	in a nutshell	Can you explain the whole contract in a nutshell so I can brief my director?	Summarizing a topic very briefly and clearly.	Her report put three months of feedback in a nutshell at the end of the meeting. | If you want in a nutshell, the issue is a broken payment webhook. | He gave the policy update in a nutshell before the team shifted to implementation details.	level_4;natural;phrase
en_phrase_185_in_the_final_analysis	4	in the final analysis	In the final analysis, the data showed the design improved conversions enough to keep.	After all other points are considered, this is the ultimate conclusion.	In the final analysis, delayed approvals cost us a full week. | The court reviewed every witness first, and in the final analysis, the evidence was clear. | In the final analysis, we kept the simpler option even though it seemed less ambitious.	level_4;natural;phrase
en_phrase_186_in_the_middle_of_nowhere	4	in the middle of nowhere	They drove for hours and arrived in the middle of nowhere with no signal.	An extremely remote or isolated place with little nearby activity.	The repair crew was stuck in the middle of nowhere when the bridge closed. | She loves visiting a cabin in the middle of nowhere during winter breaks. | The festival was cancelled because the stage was in the middle of nowhere far from help.	level_4;natural;phrase
en_phrase_187_in_the_same_breath	4	in the same breath	The presenter praised the idea and in the same breath warned about budget risks.	Used to connect two linked ideas in one statement.	She mentioned the delay and in the same breath offered an apology. | He accepted the bonus in the same breath as admitting the team had missed two deadlines. | I can't promise a discount in the same breath as guaranteeing same-day delivery.	level_4;natural;phrase
en_phrase_188_in_plain_terms	4	in plain terms	Could you put that in plain terms so the client can approve it quickly?	Explained in straightforward, easy-to-understand language.	The engineer rephrased the proposal in plain terms for nontechnical stakeholders. | The doctor gave the treatment plan in plain terms before asking for consent. | When the memo came out, HR rewrote it in plain terms for new hires.	level_4;natural;phrase
en_phrase_189_in_concrete_terms	4	in concrete terms	The board asked for the vision in concrete terms, with dates and owners.	Expressed in specific, practical details rather than abstractions.	Our timeline is clear in concrete terms: draft by Monday, review Tuesday, publish Friday. | The architect described the concept in concrete terms so we could estimate costs. | The policy sounded idealistic until we translated it in concrete terms.	level_4;natural;phrase
en_phrase_190_in_your_best_interest	4	in your best interest	Accepting the settlement may be in your best interest if the trial would take years.	Doing something because it benefits you most in the long run.	The legal counsel advised settlement in your best interest after the long trial. | The pharmacist explained two treatment plans in your best interest. | The bank manager chose a lower-fee card in your best interest, even though commissions were higher elsewhere.	level_4;natural;phrase
en_phrase_191_in_the_public_interest	4	in the public interest	The proposal was rejected because it was not in the public interest.	Done to benefit society or the community as a whole.	The committee delayed permits in the public interest until safety tests were complete. | The journalist asked for the document in the public interest, not for political gain. | The city widened sidewalks in the public interest after several incidents.	level_4;natural;phrase
en_phrase_192_on_the_fly	4	on the fly	I changed the layout on the fly when the meeting room projector failed.	Improvised or adjusted quickly while work is already in progress.	The trainer improvised vocabulary on the fly when students asked new questions. | We fixed the chart on the fly during the demo when the numbers changed. | Her code worked on the fly because she wrote a fallback path during testing.	level_4;natural;phrase
en_phrase_193_in_real_time	4	in real time	The dashboard updates in real time, so the support team can react immediately.	Available as it happens, without delay.	The moderator monitored comments in real time and removed harmful posts quickly. | A translator app in real time helped with the client call. | The dashboard tracks delivery delays in real time during peak traffic.	level_4;natural;phrase
en_phrase_194_in_this_line_of_work	4	in this line of work	In this line of work, trust is built through reliable delivery and clear communication.	Common expectation or standard within a specific profession.	Editors in this line of work often refuse to work without a second proofread. | In this line of work, missing a deadline usually means restarting the client conversation. | New developers in this line of work learn incident escalation before they touch production.	level_4;natural;phrase
en_phrase_195_at_the_top_of_the_line	4	top of the line	That camera is top of the line for low-light photography.	Among the highest quality or most advanced options available.	The hospital bought top-of-the-line scanners for the new wing. | This laptop is top of the line, but it may be more than we need. | Their top-of-the-line plan includes priority support.	level_4;natural;phrase
en_phrase_196_at_the_heart_of	4	at the heart of	That contradiction is at the heart of the hiring debate, not a minor issue.	The central cause or main point behind a larger matter.	The issue at the heart of the merger was data ownership. | Trust is at the heart of any long-term partnership. | Her argument missed the point because she ignored what was at the heart of the complaint.	level_4;natural;phrase
en_phrase_197_at_the_right_time	4	at the right time	If you launch at the right time, retention improves naturally.	When the timing is suitable and likely to be effective.	The chef moved the interview to a quieter hour at the right time. | We sent the invoice at the right time, before the budget window closed. | A small reminder at the right time can prevent most support tickets.	level_4;natural;phrase
en_phrase_198_at_the_right_place	4	in the right place	The backup link is in the right place where new users can find it.	Located where it is useful, expected, or appropriate.	Keep the first-aid kit in the right place near the exit. | The file was in the right place in the shared drive. | A reminder in the right place can prevent many support tickets.	level_4;natural;phrase
en_phrase_199_on_the_table	4	on the table	The topic of delayed reimbursement is back on the table for this quarter.	A subject is currently being discussed and considered.	The idea of remote work came back on the table after the incident. | Salary bands are on the table, but the dates are not. | The contractor kept the delivery issue on the table until it was resolved.	level_4;natural;phrase
en_phrase_200_on_the_ground	4	on the ground	real progress can only be verified on the ground, not in the slide deck.	In real-world, practical conditions rather than theory.	The NGO trained teams on the ground before shipping supplies. | Policy looked good, but on the ground the equipment was arriving broken. | We verified the service availability on the ground using two field agents.	level_4;natural;phrase
en_phrase_201_on_the_horizon	4	on the horizon	A new subsidy could be on the horizon if the vote passes next week.	Likely to happen soon or be expected in the near future.	A major update is on the horizon for the mobile app. | The storm moved on the horizon before the city issued an alert. | New pricing was on the horizon after the pilot results came in.	level_4;natural;phrase
en_phrase_202_on_demand	4	on demand	The mentor is available on demand when your study group gets stuck.	Whenever needed, immediately requested, not scheduled.	The server scales on demand when user traffic spikes. | The driver came on demand during the weekend shift. | Our cloud scripts can generate report snapshots on demand for the finance team.	level_4;natural;phrase
en_phrase_203_on_hold	4	on hold	The invoice is on hold until accounting confirms the tax number.	Temporarily paused or waiting for another action.	The campaign is on hold while legal reviews the copy. | We kept the account on hold after suspicious activity appeared. | New hires are on hold until background checks are cleared.	level_4;natural;phrase
en_phrase_204_in_light_of	4	in light of	In light of recent outages, we moved the release to next Monday.	Considering a specific context or new information when making a decision.	In light of the weather forecast, we canceled the outdoor event. | The doctor prescribed a lighter schedule in light of her recent fatigue. | In light of last year's errors, we added a second review step.	level_4;natural;phrase
en_phrase_205_in_contrast_with	4	in contrast with	In contrast with our old workflow, this version is much faster.	Used to highlight a comparison between two things.	In contrast with last quarter, churn dropped after we changed pricing. | Her report was upbeat, in contrast with the team's earlier concerns. | In contrast with theory, the client expected faster setup.	level_4;natural;phrase
en_phrase_206_in_no_way	4	in no way	I can in no way recommend that shortcut for security work.	A strong way to deny or reject something completely.	We can in no way share this list outside the group. | The candidate was in no way prepared for a live demo. | This result in no way proves that the method is safe.	level_4;natural;phrase
en_phrase_207_without_a_doubt	4	without a doubt	The project passed quality checks without a doubt.	With complete certainty and no hesitation.	The diagnosis was correct without a doubt after repeated testing. | Her fluency made the presentation sound without a doubt top-notch. | The team was without a doubt the only one with the data source needed.	level_4;natural;phrase
en_phrase_208_in_effect	4	in effect	The memo is in effect starting tomorrow, including the updated reimbursement rules.	Currently active and producing real-world effect.	The policy is in effect even though it was not yet in the handbook. | Once the patch was in effect, error rates dropped in all regions. | His apology was in effect a reset of the relationship, and they worked again.	level_4;natural;phrase
en_phrase_209_in_practice	4	in practice	In practice, we review every pull request before merging.	How something actually works when performed day-to-day.	The idea sounded good in theory, but in practice the training took longer. | She tested the app in practice across three screen sizes before release. | In practice, the receptionist handles most support follow-ups manually.	level_4;natural;phrase
en_phrase_210_in_principle	4	in principle	The idea is in principle acceptable, though we still need details.	Generally agreed in theory but not necessarily applied yet.	The policy is in principle fair, but the procedure is too slow. | She is in principle open to remote work, but final details are pending. | The plan is in principle approved, subject to budget confirmation.	level_4;natural;phrase
en_phrase_211_in_full	4	in full	The invoice was paid in full before production started.	Completely, with nothing missing or unpaid.	Please read the policy in full before signing. | The refund was issued in full after the cancellation. | She answered the question in full, including the legal details.	level_4;natural;phrase
en_phrase_212_in_the_process	4	in the process	He learned the reporting system in the process of shadowing me.	During or as part of an ongoing sequence of actions.	The assistant picked up three new skills in the process of project onboarding. | We found the delay in the process when approvals stacked up. | She became a better presenter in the process of leading the weekly standup.	level_4;natural;phrase
en_phrase_213_in_full_swing	4	in full swing	By Friday, the kitchen renovation was in full swing.	Operating with full activity or intensity.	The conference was in full swing by the time we arrived. | Hiring is in full swing now that the budget is approved. | The debate was in full swing before the keynote resumed.	level_4;natural;phrase
en_phrase_214_in_the_first_instance	4	in the first instance	We should contact the warehouse in the first instance and escalate only if needed.	At the initial step, before further actions.	I should mention this in the first instance to avoid confusion later. | The lab called the supplier in the first instance when the samples were delayed. | In the first instance, we assumed the issue was network lag.	level_4;natural;phrase
en_phrase_215_in_the_course_of	4	in the course of	I noticed the issue in the course of a routine audit.	During the progress of a process or over a period.	In the course of the workshop, everyone drafted a fallback plan. | We found the data mismatch in the course of monthly reporting. | The team rebuilt the workflow in the course of migrating servers.	level_4;natural;phrase
en_phrase_216_in_a_bid_to	4	in a bid to	The mayor announced the changes in a bid to improve safety quickly.	In an attempt to achieve a specific goal.	The library opened at dawn in a bid to cut crowding. | She switched platforms in a bid to reduce latency by 20 percent. | The team met twice in a bid to meet the holiday deadline.	level_4;natural;phrase
en_phrase_217_in_this_context	4	in this context	"In this context, ""urgent"" means within one hour, not one day."	The meaning depends on the current situation.	"In this context, ""urgent"" should route to the incident channel first. | She used ""friend"" differently in this context than in a court setting. | In this context, we need written confirmation, not just a verbal note."	level_4;natural;phrase
en_phrase_218_in_that_context	4	in that context	In that context, the phrase sounded rude, so I adjusted my wording.	In that specific setting, the meaning or tone is different.	"In that context, a direct ""no"" was the polite choice. | The gesture was funny in one setting but offensive in that context. | He agreed to the discount in that context, not in corporate meetings."	level_4;natural;phrase
en_phrase_219_in_the_interest_of	4	in the interest of	They paused the rollout in the interest of customer safety.	Done because it benefits or protects the stated goal/person.	The bank delayed marketing in the interest of avoiding misinformation. | We moved seats in the interest of faster boarding for disabled passengers. | The editor kept the claim out in the interest of factual accuracy.	level_4;natural;phrase
en_phrase_220_in_comparison	4	in comparison	In comparison, the green route is slower but significantly cheaper.	When judging two options side by side on a general level.	In comparison, the old model used more battery but had better battery life. | In comparison with weekdays, weekends feel shorter when you travel far. | The new policy is strict; in comparison, the old one was lenient.	level_4;natural;phrase
en_phrase_221_in_comparison_to	4	in comparison to	In comparison to 2019, our response time is now half of what it was.	Direct comparison between two specific items.	In comparison to electric bikes, scooters were easier to maintain in this city. | Her proposal is in comparison to mine more realistic but less bold. | In comparison to local data, this benchmark looks surprisingly stable.	level_4;natural;phrase
en_phrase_222_in_support_of	4	in support of	She argued in support of a lower deposit to increase enrollment.	Expressed as backing or endorsement for a person/idea.	The union voted in support of remote medical visits. | A friend spoke in support of her during the review meeting. | The city council supported the park expansion in support of commuters.	level_4;natural;phrase
en_phrase_223_in_favor_of	4	in favor of	The team voted in favor of publishing the correction immediately.	Expressing preference, agreement, or advocacy for something.	The parents voted in favor of adding the workshop to the schedule. | He stood in favor of the proposal after reading the numbers. | We chose the cheaper option in favor of saving cash this quarter.	level_4;natural;phrase
en_phrase_224_in_opposition_to	4	in opposition to	The group spoke in opposition to the draft amendment.	Positioned against or disagreeing with a proposal.	Students organized in opposition to the parking redesign. | The committee is currently in opposition to the budget line item. | She held a press note in opposition to the rumor and clarified facts.	level_4;natural;phrase
en_phrase_225_in_opposition	4	in opposition	Our team is in opposition to moving the meeting to next week.	Being against a plan or idea.	The union was in opposition when the contract language first came out. | The board sat in opposition for a full five minutes before voting. | Public comments in opposition pushed the team to revise the rollout.	level_4;natural;phrase
en_phrase_226_in_the_face_of	4	in the face of	In the face of delays, she kept the timeline transparent.	When facing pressure, difficulty, or adversity.	In the face of criticism, the studio released a revised statement. | We kept serving patients in the face of the storm blackout. | The startup improved response speed in the face of rising demand.	level_4;natural;phrase
en_phrase_227_out_of_context	4	out of context	The quote looked unfair because it was taken out of context.	Separated from the surrounding information needed to understand it fairly.	The comment sounds rude out of context, but the full paragraph is polite. | Don't judge the chart out of context; read the methodology first. | A joke can be out of context and seem disrespectful online.	level_4;natural;phrase
en_phrase_228_out_of_the_norm	4	out of the norm	The weather was out of the norm all week, so we postponed camping.	Not typical or usual.	His request was out of the norm, but still reasonable for the project. | The spike in traffic was out of the norm for this quarter. | She handled the late shipment out of the norm and called every vendor personally.	level_4;natural;phrase
en_phrase_229_out_of_bounds	4	out of bounds	Kids were told to stay out of bounds after dark.	Outside allowed limits, area, or accepted behavior.	The proposal was out of bounds for the current approval stage. | The comments became out of bounds during the negotiation and everyone paused. | The script generated outputs out of bounds because validation failed.	level_4;natural;phrase
en_phrase_230_out_of_hand	4	out of hand	The rumor spread out of hand after a single screenshot was shared.	Too serious or rapidly escalating beyond control.	The rumor spread out of hand and we had to issue a correction. | The argument went out of hand when the meeting ran overtime. | Costs got out of hand during the holiday campaign without daily caps.	level_4;natural;phrase
en_phrase_231_out_of_place	4	out of place	The spare tire was left out of place at the rental office desk.	Not in the correct location or situation.	His sarcastic joke felt out of place at the memorial service. | The charger was out of place, so we delayed the presentation until it was found. | A luxury watch felt out of place at that casual potluck.	level_4;natural;phrase
en_phrase_232_out_of_danger	4	out of danger	By Sunday, the hikers were out of danger and on the safe route.	No longer in immediate risk or harm.	The flood warning lifted once the village was out of danger. | The team moved the old equipment out of danger during the leak. | She felt out of danger and sent an update to relatives from safe ground.	level_4;natural;phrase
en_phrase_233_out_of_touch	4	out of touch	I've been out of touch with that branch since the office moved.	Not in regular contact or not aware of recent changes.	Long-time clients can feel out of touch when projects pause too long. | I stayed out of touch with my mentor while traveling abroad. | The product manager was out of touch with support realities after leaving operations.	level_4;natural;phrase
